ZONE I=4
-0.866025 -0.5 -0.6 12599
-0.809017 -0.587785 -0.580902 12599
-0.803489 -0.521792 -0.587294 12599
-0.866025 -0.5 -0.6 12599
ZONE I=4
0.0483751 -0.923052 -0.581255 12600
0.104528 -0.994522 -0.580902 12600
0.119932 -0.924625 -0.562171 12600
0.0483751 -0.923052 -0.581255 12600
ZONE I=4
-0.575774 -0.69805 -0.455527 12601
-0.508186 -0.699173 -0.43961 12601
-0.493918 -0.620881 -0.460401 12601
-0.575774 -0.69805 -0.455527 12601
ZONE I=4
-0.951057 -0.309017 -0.530902 12602
-0.913545 -0.406737 -0.580902 12602
-0.894417 -0.343334 -0.55395 12602
-0.951057 -0.309017 -0.530902 12602
ZONE I=4
-0.866025 -0.5 -0.6 12603
-0.803489 -0.521792 -0.587294 12603
-0.807803 -0.454351 -0.585703 12603
-0.866025 -0.5 -0.6 12603
ZONE I=4
-0.5 0.866025 -0.4 12604
-0.587785 0.809017 -0.419098 12604
-0.480122 0.793448 -0.414647 12604
-0.5 0.866025 -0.4 12604
ZONE I=4
-0.832591 -0.319602 -0.54675 12605
-0.894417 -0.343334 -0.55395 12605
-0.839288 -0.394554 -0.575275 12605
-0.832591 -0.319602 -0.54675 12605
ZONE I=4
-0.480122 0.793448 -0.414647 12606
-0.434946 0.853629 -0.412706 12606
-0.5 0.866025 -0.4 12606
-0.480122 0.793448 -0.414647 12606
ZONE I=4
-0.359704 0.854804 -0.437171 12607
-0.434946 0.853629 -0.412706 12607
-0.40488 0.794622 -0.424357 12607
-0.359704 0.854804 -0.437171 12607
ZONE I=4
-0.951057 -0.309017 -0.530902 12608
-0.894417 -0.343334 -0.55395 12608
-0.88772 -0.268382 -0.516307 12608
-0.951057 -0.309017 -0.530902 12608
ZONE I=4
-0.669131 -0.743145 -0.469098 12609
-0.607909 -0.750705 -0.445153 12609
-0.677368 -0.677368 -0.5 12609
-0.669131 -0.743145 -0.469098 12609
ZONE I=4
0.207912 -0.978148 -0.530902 12610
0.309017 -0.951057 -0.469098 12610
0.236362 -0.882115 -0.5 12610
0.207912 -0.978148 -0.530902 12610
ZONE I=4
-0.747948 -0.485723 -0.575643 12611
-0.738915 -0.560429 -0.562829 12611
-0.682482 -0.515707 -0.553987 12611
-0.747948 -0.485723 -0.575643 12611
ZONE I=4
-0.682482 -0.515707 -0.553987 12612
-0.610997 -0.507063 -0.533282 12612
-0.656698 -0.429025 -0.5582 12612
-0.682482 -0.515707 -0.553987 12612
ZONE I=4
-0.309017 -0.951057 -0.469098 12613
-0.237439 -0.886134 -0.5 12613
-0.331246 -0.862926 -0.449782 12613
-0.309017 -0.951057 -0.469098 12613
ZONE I=4
-0.682482 -0.515707 -0.553987 12614
-0.656698 -0.429025 -0.5582 12614
-0.747948 -0.485723 -0.575643 12614
-0.682482 -0.515707 -0.553987 12614
ZONE I=4
-0.682482 -0.515707 -0.553987 12615
-0.709726 -0.615998 -0.536293 12615
-0.647005 -0.618439 -0.510815 12615
-0.682482 -0.515707 -0.553987 12615
ZONE I=4
1 -2.44929e-16 -0.4 12616
0.994522 0.104528 -0.419098 12616
0.911981 0.0477949 -0.420682 12616
1 -2.44929e-16 -0.4 12616
ZONE I=4
-0.587785 -0.809017 -0.419098 12617
-0.5 -0.866025 -0.4 12617
-0.497382 -0.765902 -0.420682 12617
-0.587785 -0.809017 -0.419098 12617
ZONE I=4
-0.680034 -0.306439 -0.545875 12618
-0.756057 -0.295313 -0.540573 12618
-0.724455 -0.369128 -0.562874 12618
-0.680034 -0.306439 -0.545875 12618
ZONE I=4
-0.406737 -0.913545 -0.419098 12619
-0.309017 -0.951057 -0.469098 12619
-0.331246 -0.862926 -0.449782 12619
