ZONE I=5, J=5
1.8 1.125 -0.940177
1.9 1.125 -0.983764
2 1.125 -0.986614
1.6 1.1625 -0.652478
1.7 1.1625 -0.810278
1.8 1.1625 -0.917763
1.9 1.1625 -0.974932
2 1.1625 -0.981785
1.6 1.2 -0.557883
1.7 1.2 -0.754462
1.8 1.2 -0.889632
1.9 1.2 -0.963392
2 1.2 -0.975743
ZONE I=5, J=5
0 1.2 0.999982
0.1 1.2 1.00002
0.2 1.2 1
0.3 1.2 0.999926
0.4 1.2 0.999791
0 1.2375 0.999986
0.1 1.2375 1.00003
0.2 1.2375 1.00002
0.3 1.2375 0.999958
0.4 1.2375 0.99985
0 1.275 0.99999
0.1 1.275 1.00003
0.2 1.275 1.00002
0.3 1.275 0.999979
0.4 1.275 0.999893
0 1.3125 0.999993
0.1 1.3125 1.00003
0.2 1.3125 1.00003
0.3 1.3125 0.999991
0.4 1.3125 0.999922
0 1.35 0.999994
0.1 1.35 1.00002
0.2 1.35 1.00002
0.3 1.35 0.999992
0.4 1.35 0.999934
ZONE I=5, J=5
0.4 1.2 0.999791
0.5 1.2 0.999539
0.6 1.2 0.997466
0.7 1.2 0.99357
0.8 1.2 0.987853
0.4 1.2375 0.99985
0.5 1.2375 0.999616
0.6 1.2375 0.998068
0.7 1.2375 0.995206
0.8 1.2375 0.991029
0.4 1.275 0.999893
0.5 1.275 0.999687
0.6 1.275 0.99856
0.7 1.275 0.996512
0.8 1.275 0.993543
0.4 1.3125 0.999922
0.5 1.3125 0.999751
0.6 1.3125 0.99894
0.7 1.3125 0.997487
0.8 1.3125 0.995393
0.4 1.35 0.999934
0.5 1.35 0.999809
0.6 1.35 0.999209
0.7 1.35 0.998133
0.8 1.35 0.996581
ZONE I=5, J=5
0.8 1.2 0.987853
0.9 1.2 0.986036
1 1.2 0.94916
1.1 1.2 0.877226
1.2 1.2 0.770234
0.8 1.2375 0.991029
0.9 1.2375 0.990621
1 1.2375 0.96211
1.1 1.2375 0.905497
1.2 1.2375 0.820783
0.8 1.275 0.993543
0.9 1.275 0.994074
1 1.275 0.972362
1.1 1.275 0.928407
1.2 1.275 0.862209
0.8 1.3125 0.995393
0.9 1.3125 0.996395
1 1.3125 0.979916
1.1 1.3125 0.945955
1.2 1.3125 0.894513
0.8 1.35 0.996581
0.9 1.35 0.997585
1 1.35 0.984772
1.1 1.35 0.958142
1.2 1.35 0.917694
ZONE I=5, J=5
1.2 1.2 0.770234
1.3 1.2 0.503045
1.4 1.2 0.19263
1.5 1.2 -0.161013
1.6 1.2 -0.557883
1.2 1.2375 0.820783
1.3 1.2375 0.61089
1.4 1.2375 0.330859
1.5 1.2375 -0.019312
1.6 1.2375 -0.439622
1.2 1.275 0.862209
1.3 1.275 0.702691
1.4 1.275 0.454433
1.5 1.275 0.117438
1.6 1.275 -0.308297
1.2 1.3125 0.894513
1.3 1.3125 0.778447
1.4 1.3125 0.563354
1.5 1.3125 0.249236
1.6 1.3125 -0.163909
1.2 1.35 0.917694
1.3 1.35 0.838158
1.4 1.35 0.657621
1.5 1.35 0.376082
1.6 1.35 -0.00645743
ZONE I=5, J=5
1.6 1.2 -0.557883
1.7 1.2 -0.754462
1.8 1.2 -0.889632
1.9 1.2 -0.963392
2 1.2 -0.975743
1.6 1.2375 -0.439622
1.7 1.2375 -0.683462
1.8 1.2375 -0.852784
1.9 1.2375 -0.947587
2 1.2375 -0.967873
1.6 1.275 -0.308297
1.7 1.275 -0.598208
1.8 1.275 -0.802835
1.9 1.275 -0.922178
2 1.275 -0.956237
1.6 1.3125 -0.163909
1.7 1.3125 -0.498701
1.8 1.3125 -0.739786
1.9 1.3125 -0.887164
2 1.3125 -0.940836
1.6 1.35 -0.00645743
1.7 1.35 -0.38494
1.8 1.35 -0.663636
1.9 1.35 -0.842546
2 1.35 -0.921669
ZONE I=5, J=5
0 1.35 0.999994
0.1 1.35 1.00002
0.2 1.35 1.00002
0.3 1.35 0.999992
0.4 1.35 0.999934
0 1.3875 0.999996
0.1 1.3875 1.00002
0.2 1.3875 1.00002
0.3 1.3875 0.999993
0.4 1.3875 0.99995
0 1.425 0.999997
0.1 1.425 1.00001
0.2 1.425 1.00001
0.3 1.425 0.999991
0.4 1.425 0.999959
0 1.4625 0.999998
0.1 1.4625 1
0.2 1.4625 1
0.3 1.4625 0.999987
0.4 1.4625 0.999962
0 1.5 0.999998
0.1 1.5 0.999998
0.2 1.5 0.999992
0.3 1.5 0.999979
0.4 1.5 0.999959
ZONE I=5, J=5
0.4 1.35 0.999934
0.5 1.35 0.999809
0.6 1.35 0.999209
0.7 1.35 0.998133
0.8 1.35 0.996581
0.4 1.3875 0.99995
0.5 1.3875 0.999852
0.6 1.3875 0.999412
0.7 1.3875 0.99863
0.8 1.3875 0.997506
0.4 1.425 0.999959
0.5 1.425 0.999891
0.6 1.425 0.999578
0.7 1.425 0.999021
0.8 1.425 0.998218
0.4 1.4625 0.999962
0.5 1.4625 0.999927
0.6 1.4625 0.999707
0.7 1.4625 0.999303
0.8 1.4625 0.998716
0.4 1.5 0.999959
0.5 1.5 0.999958
0.6 1.5 0.999798
0.7 1.5 0.999478
0.8 1.5 0.999
ZONE I=5, J=5
0.8 1.35 0.996581
0.9 1.35 0.997585
1 1.35 0.984772
1.1 1.35 0.958142
1.2 1.35 0.917694
0.8 1.3875 0.997506
0.9 1.3875 0.99832
1 1.3875 0.988492
1.1 1.3875 0.968023
1.2 1.3875 0.936913
0.8 1.425 0.998218
0.9 1.425 0.998792
1 1.425 0.991446
1.1 1.425 0.97618
1.2 1.425 0.952995
0.8 1.4625 0.998716
0.9 1.4625 0.999001
1 1.4625 0.993634
1.1 1.4625 0.982613
1.2 1.4625 0.965938
0.8 1.5 0.999
0.9 1.5 0.998948
1 1.5 0.995055
1.1 1.5 0.98732
1.2 1.5 0.975743
ZONE I=5, J=5
1.2 1.35 0.917694
1.3 1.35 0.838158
1.4 1.35 0.657621
1.5 1.35 0.376082
1.6 1.35 -0.00645743
1.2 1.3875 0.936913
1.3 1.3875 0.88273
1.4 1.3875 0.733664
1.5 1.3875 0.489717
1.6 1.3875 0.150888
1.2 1.425 0.952995
1.3 1.425 0.918358
1.4 1.425 0.796968
1.5 1.425 0.588822
1.6 1.425 0.293921
1.2 1.4625 0.965938
1.3 1.4625 0.945044
1.4 1.4625 0.84753
1.5 1.4625 0.673396
1.6 1.4625 0.422642
1.2 1.5 0.975743
1.3 1.5 0.962786
1.4 1.5 0.885352
1.5 1.5 0.743439
1.6 1.5 0.53705
ZONE I=5, J=5
1.6 1.35 -0.00645743
1.7 1.35 -0.38494
1.8 1.35 -0.663636
1.9 1.35 -0.842546
2 1.35 -0.921669
1.6 1.3875 0.150888
1.7 1.3875 -0.258298
1.8 1.3875 -0.569294
1.9 1.3875 -0.782101
2 1.3875 -0.896719
1.6 1.425 0.293921
1.7 1.425 -0.127167
1.8 1.425 -0.460137
1.9 1.425 -0.704989
2 1.425 -0.861723
1.6 1.4625 0.422642
1.7 1.4625 0.00845305
1.8 1.4625 -0.336164
1.9 1.4625 -0.611209
2 1.4625 -0.816682
1.6 1.5 0.53705
1.7 1.5 0.148561
1.8 1.5 -0.197375
1.9 1.5 -0.50076
2 1.5 -0.761594
