ZONE
0.0450807 0.0169052 0.723749 0.00468774
0.0450807 0.075 0.79679 -0.000664516
0.0450807 0.133095 0.852175 -0.00452313
0.2 0.0169052 0.422487 -5.68027e-05
0.2 0.075 0.5546 0.000117551
0.2 0.133095 0.663636 -0.000414786
0.354919 0.0169052 -0.0140413 -0.014175
0.354919 0.075 0.158884 -0.00869716
0.354919 0.133095 0.322582 -0.00409318
ZONE
0.445081 0.0169052 -0.277089 0.000883269
0.445081 0.075 -0.109798 0.00577436
0.445081 0.133095 0.0639548 0.0104759
0.6 0.0169052 -0.634722 -0.000574349
0.6 0.075 -0.519022 -0.00161252
0.6 0.133095 -0.380561 -0.00161514
0.754919 0.0169052 -0.837888 0.00392933
0.754919 0.075 -0.777792 -0.000159366
0.754919 0.133095 -0.699067 -0.00483503
ZONE
0.845081 0.0169052 -0.902313 -0.00335273
0.845081 0.075 -0.864337 -0.00395245
0.845081 0.133095 -0.813048 -0.00409061
1 0.0169052 -0.960264 0.000375906
1 0.075 -0.944155 0.000655047
1 0.133095 -0.921776 0.000717759
1.15492 0.0169052 -0.984123 0.00275039
1.15492 0.075 -0.977576 0.00342499
1.15492 0.133095 -0.968373 0.00407107
ZONE
1.24508 0.0169052 -0.990726 -0.00044592
1.24508 0.075 -0.986884 -0.000895559
1.24508 0.133095 -0.981465 -0.0014199
1.4 0.0169052 -0.996329 9.98389e-06
1.4 0.075 -0.994802 -5.09433e-05
1.4 0.133095 -0.992642 -0.000110173
1.55492 0.0169052 -0.998549 0.000295436
1.55492 0.075 -0.997945 0.000427807
1.55492 0.133095 -0.997089 0.000605291
ZONE
1.64508 0.0169052 -0.999155 -2.9566e-05
1.64508 0.075 -0.998803 -3.36366e-05
1.64508 0.133095 -0.998304 -4.77664e-05
1.8 0.0169052 -0.999666 4.6285e-06
1.8 0.075 -0.999527 9.55883e-06
1.8 0.133095 -0.99933 1.12634e-05
1.95492 0.0169052 -0.999868 2.69352e-05
1.95492 0.075 -0.999813 3.78608e-05
1.95492 0.133095 -0.999736 5.21042e-05
ZONE
0.0450807 0.166905 0.877657 -0.00506516
0.0450807 0.225 0.91208 -0.00644653
0.0450807 0.283095 0.937142 -0.00674175
0.2 0.166905 0.716646 -0.000510065
0.2 0.225 0.791338 -0.0014503
0.2 0.283095 0.848083 -0.00215897
0.354919 0.166905 0.410288 -0.00349003
0.354919 0.225 0.544297 -0.000806781
0.354919 0.283095 0.655297 0.00102414
ZONE
0.445081 0.166905 0.16398 0.010389
0.445081 0.225 0.327261 0.0125849
0.445081 0.283095 0.473089 0.0122061
0.6 0.166905 -0.290657 -0.00271882
0.6 0.225 -0.124353 -0.00106598
0.6 0.283095 0.0492444 0.00107554
0.754919 0.166905 -0.643452 -0.00734855
0.754919 0.225 -0.529722 -0.0110753
0.754919 0.283095 -0.39311 -0.0128397
ZONE
0.845081 0.166905 -0.775717 -0.00303674
0.845081 0.225 -0.696382 -0.0023025
0.845081 0.283095 -0.595379 -0.00105503
1 0.166905 -0.905019 0.0013906
1 0.225 -0.868022 0.000982744
1 0.283095 -0.817991 0.000234734
1.15492 0.166905 -0.961397 0.00481316
1.15492 0.225 -0.945735 0.00509944
1.15492 0.283095 -0.923965 0.00491831
ZONE
1.24508 0.166905 -0.977343 -0.00153909
1.24508 0.225 -0.968046 -0.00228191
1.24508 0.283095 -0.955019 -0.00313391
1.4 0.166905 -0.990995 -4.18976e-05
1.4 0.225 -0.987263 -7.00979e-05
1.4 0.283095 -0.981999 -5.2717e-05
1.55492 0.166905 -0.996435 0.000772748
1.55492 0.225 -0.994953 0.00106278
1.55492 0.283095 -0.992855 0.00145013
ZONE
1.64508 0.166905 -0.997923 -3.7713e-05
1.64508 0.225 -0.997058 -8.92091e-05
1.64508 0.283095 -0.995834 -0.000177357
1.8 0.166905 -0.99918 1.99764e-05
1.8 0.225 -0.998838 1.27572e-05
1.8 0.283095 -0.998354 -1.57535e-06
1.95492 0.166905 -0.999676 6.55845e-05
1.95492 0.225 -0.999541 8.89139e-05
1.95492 0.283095 -0.99935 0.000122194
ZONE
0.0450807 0.316905 0.948385 -0.00590745
0.0450807 0.375 0.963297 -0.00529907
0.0450807 0.433095 0.973958 -0.00451855
0.2 0.316905 0.874222 -0.00151845
0.2 0.375 0.909565 -0.00173449
0.2 0.433095 0.93532 -0.00170607
0.354919 0.316905 0.709391 0.00220682
0.354919 0.375 0.785756 0.00307079
0.354919 0.433095 0.843887 0.00345994
ZONE
0.445081 0.316905 0.547969 0.0100443
0.445081 0.375 0.658272 0.0063552
0.445081 0.433095 0.746075 0.00210091
0.6 0.316905 0.149585 -0.00014983
0.6 0.375 0.314021 0.00145272
0.6 0.433095 0.461554 0.00218434
0.754919 0.316905 -0.30411 -0.0142503
0.754919 0.375 -0.138855 -0.0119795
0.754919 0.433095 0.0345125 -0.00804914
ZONE
0.845081 0.316905 -0.525947 -0.000313411
0.845081 0.375 -0.388678 0.0022106
0.845081 0.433095 -0.231674 0.00571696
1 0.316905 -0.781528 0.000531328
1 0.375 -0.703906 -0.000502302
1 0.433095 -0.604822 -0.00142549
1.15492 0.316905 -0.907654 0.00529173
1.15492 0.375 -0.871614 0.00377757
1.15492 0.433095 -0.822816 0.00111027
ZONE
1.24508 0.316905 -0.94518 -0.00318067
1.24508 0.375 -0.923196 -0.00404858
1.24508 0.433095 -0.892881 -0.00469606
1.4 0.316905 -0.977995 0.000216756
1.4 0.375 -0.96896 0.000304001
1.4 0.433095 -0.956299 0.00042441
1.55492 0.316905 -0.991255 0.00182231
1.55492 0.375 -0.987631 0.00236384
1.55492 0.433095 -0.982518 0.00298795
ZONE
1.64508 0.316905 -0.9949 -0.000190221
1.64508 0.375 -0.99278 -0.000379473
1.64508 0.433095 -0.989785 -0.000654496
1.8 0.316905 -0.997984 9.10352e-06
1.8 0.375 -0.997144 -1.91118e-05
1.8 0.433095 -0.995955 -5.23172e-05
1.95492 0.316905 -0.999204 0.000155088
1.95492 0.375 -0.998872 0.000215156
1.95492 0.433095 -0.998401 0.000304228
ZONE
0.0450807 0.466905 0.978689 -0.00373025
0.0450807 0.525 0.984913 -0.00293069
0.0450807 0.583095 0.98933 -0.00224047
0.2 0.466905 0.94688 -0.00100158
0.2 0.525 0.962218 -0.000786193
0.2 0.583095 0.973188 -0.000592806
0.354919 0.466905 0.870698 0.00435266
0.354919 0.525 0.906982 0.00397638
0.354919 0.583095 0.933446 0.00327496
ZONE
0.445081 0.466905 0.78775 0.000407472
0.445081 0.525 0.845387 -0.00286554
0.445081 0.583095 0.888349 -0.00496548
0.6 0.466905 0.537559 0.00144115
0.6 0.525 0.649827 0.000819946
0.6 0.583095 0.739459 -0.000129844
0.754919 0.466905 0.135126 -0.00785051
0.754919 0.525 0.300657 -0.00382502
0.754919 0.583095 0.449861 -0.000685774
ZONE
0.845081 0.466905 -0.133721 0.00598977
0.845081 0.525 0.0397371 0.0103044
0.845081 0.583095 0.210832 0.0137027
1 0.466905 -0.53654 -0.00200015
1 0.525 -0.401134 -0.00183374
1 0.583095 -0.245591 -0.000745572
1.15492 0.466905 -0.787206 -0.000168429
1.15492 0.525 -0.711274 -0.00433889
1.15492 0.583095 -0.614098 -0.00861488
ZONE
1.24508 0.466905 -0.870351 -0.0040582
1.24508 0.525 -0.821119 -0.00405043
1.24508 0.583095 -0.755633 -0.00357688
1.4 0.466905 -0.946732 0.00100393
1.4 0.525 -0.925346 0.0010019
1.4 0.583095 -0.895834 0.00081607
1.55492 0.466905 -0.978628 0.00361767
1.55492 0.525 -0.96985 0.00423613
1.55492 0.583095 -0.957543 0.00473659
ZONE
1.64508 0.466905 -0.987502 -0.000720262
1.64508 0.525 -0.982336 -0.00118439
1.64508 0.583095 -0.975061 -0.00178614
1.8 0.466905 -0.995048 -1.93657e-05
1.8 0.525 -0.99299 -5.2557e-05
1.8 0.583095 -0.990081 -6.57675e-05
1.95492 0.466905 -0.998042 0.000391347
1.95492 0.525 -0.997227 0.000551963
1.95492 0.583095 -0.996073 0.00078589
ZONE
0.0450807 0.616905 0.99128 -0.00177342
0.0450807 0.675 0.993839 -0.00128271
0.0450807 0.733095 0.995648 -0.000919344
0.2 0.616905 0.978057 -0.000213656
0.2 0.675 0.984465 -0.000104711
0.2 0.733095 0.989012 -6.17643e-05
0.354919 0.616905 0.945332 0.00334997
0.354919 0.675 0.961108 0.00251064
0.354919 0.733095 0.972396 0.00173077
ZONE
0.445081 0.616905 0.907906 -0.00481297
0.445081 0.675 0.934116 -0.0053595
0.445081 0.733095 0.953051 -0.0052976
0.6 0.616905 0.782084 2.07662e-05
0.6 0.675 0.841123 -0.000862354
0.6 0.733095 0.885197 -0.00143091
0.754919 0.616905 0.526982 -8.75511e-05
0.754919 0.675 0.641219 0.00161207
0.754919 0.733095 0.732697 0.00275873
ZONE
0.845081 0.616905 0.305409 0.0128323
0.845081 0.675 0.454024 0.0126292
0.845081 0.733095 0.581047 0.0100728
1 0.616905 -0.148185 -0.00192487
1 0.675 0.0249948 0.000226406
1 0.733095 0.196687 0.00228733
1.15492 0.616905 -0.546966 -0.0110469
1.15492 0.675 -0.413444 -0.0129809
1.15492 0.733095 -0.259408 -0.0124278
ZONE
1.24508 0.616905 -0.70868 -0.00238516
1.24508 0.675 -0.610829 -0.00107963
1.24508 0.733095 -0.489922 0.000838613
1.4 0.616905 -0.873884 0.00145261
1.4 0.675 -0.825868 0.000796792
1.4 0.733095 -0.761895 -0.000151607
1.55492 0.616905 -0.948241 0.00545671
1.55492 0.675 -0.927439 0.00536314
1.55492 0.733095 -0.898711 0.0045735
ZONE
1.64508 0.616905 -0.969537 -0.00190329
1.64508 0.675 -0.957106 -0.0027264
1.64508 0.733095 -0.939756 -0.00358451
1.8 0.616905 -0.987863 7.12168e-05
1.8 0.675 -0.982845 0.000117444
1.8 0.733095 -0.975777 0.000228186
1.95492 0.616905 -0.995191 0.00101301
1.95492 0.675 -0.993193 0.0014061
1.95492 0.733095 -0.990368 0.00192936
ZONE
0.0450807 0.766905 0.996446 -0.000712631
0.0450807 0.825 0.99749 -0.000499474
0.0450807 0.883095 0.998228 -0.000353891
0.2 0.766905 0.99102 6.12185e-05
0.2 0.825 0.993655 4.78795e-05
0.2 0.883095 0.995518 1.6897e-05
0.354919 0.766905 0.977407 0.00161938
0.354919 0.825 0.984003 0.00106561
0.354919 0.883095 0.988684 0.000644009
ZONE
