ZONE I=5, J=5
1.9 1.125 -0.970452
2 1.125 -0.986614
1.6 1.1625 -0.635149
1.7 1.1625 -0.817754
1.8 1.1625 -0.913785
1.9 1.1625 -0.960319
2 1.1625 -0.981973
1.6 1.2 -0.53705
1.7 1.2 -0.761594
1.8 1.2 -0.885352
1.9 1.2 -0.946806
2 1.2 -0.975743
ZONE I=5, J=5
0 1.2 0.999982
0.1 1.2 0.999959
0.2 1.2 0.999909
0.3 1.2 0.999798
0.4 1.2 0.99955
0 1.2375 0.999986
0.1 1.2375 0.99997
0.2 1.2375 0.999933
0.3 1.2375 0.99985
0.4 1.2375 0.999667
0 1.275 0.99999
0.1 1.275 0.999978
0.2 1.275 0.99995
0.3 1.275 0.999889
0.4 1.275 0.999753
0 1.3125 0.999993
0.1 1.3125 0.999983
0.2 1.3125 0.999963
0.3 1.3125 0.999918
0.4 1.3125 0.999817
0 1.35 0.999994
0.1 1.35 0.999988
0.2 1.35 0.999973
0.3 1.35 0.999939
0.4 1.35 0.999865
ZONE I=5, J=5
0.4 1.2 0.99955
0.5 1.2 0.999
0.6 1.2 0.997775
0.7 1.2 0.995055
0.8 1.2 0.989027
0.4 1.2375 0.999667
0.5 1.2375 0.999259
0.6 1.2375 0.998351
0.7 1.2375 0.996334
0.8 1.2375 0.99186
0.4 1.275 0.999753
0.5 1.275 0.999451
0.6 1.275 0.998778
0.7 1.275 0.997283
0.8 1.275 0.993963
0.4 1.3125 0.999817
0.5 1.3125 0.999593
0.6 1.3125 0.999095
0.7 1.3125 0.997986
0.8 1.3125 0.995524
0.4 1.35 0.999865
0.5 1.35 0.999699
0.6 1.35 0.999329
0.7 1.35 0.998508
0.8 1.35 0.996682
ZONE I=5, J=5
0.8 1.2 0.989027
0.9 1.2 0.975743
1 1.2 0.946806
1.1 1.2 0.885352
1.2 1.2 0.761594
0.8 1.2375 0.99186
0.9 1.2375 0.981973
1 1.2375 0.960319
1.1 1.2375 0.913785
1.2 1.2375 0.817754
0.8 1.275 0.993963
0.9 1.275 0.986614
1 1.275 0.970452
1.1 1.275 0.935409
1.2 1.275 0.861723
0.8 1.3125 0.995524
0.9 1.3125 0.990066
1 1.3125 0.978026
1.1 1.3125 0.951746
1.2 1.3125 0.895693
0.8 1.35 0.996682
0.9 1.35 0.992632
1 1.35 0.983675
1.1 1.35 0.964028
1.2 1.35 0.921669
ZONE I=5, J=5
1.2 1.2 0.761594
1.3 1.2 0.53705
1.4 1.2 0.197375
1.5 1.2 -0.197375
1.6 1.2 -0.53705
1.2 1.2375 0.817754
1.3 1.2375 0.635149
1.4 1.2375 0.336376
1.5 1.2375 -0.0499584
1.6 1.2375 -0.421899
1.2 1.275 0.861723
1.3 1.275 0.716298
1.4 1.275 0.462117
1.5 1.275 0.099668
1.6 1.275 -0.291313
1.2 1.3125 0.895693
1.3 1.3125 0.781806
1.4 1.3125 0.57167
1.5 1.3125 0.244919
1.6 1.3125 -0.148885
1.2 1.35 0.921669
1.3 1.35 0.833655
1.4 1.35 0.664037
1.5 1.35 0.379949
1.6 1.35 -8.88178e-16
ZONE I=5, J=5
1.6 1.2 -0.53705
1.7 1.2 -0.761594
1.8 1.2 -0.885352
1.9 1.2 -0.946806
2 1.2 -0.975743
1.6 1.2375 -0.421899
1.7 1.2375 -0.691069
1.8 1.2375 -0.848284
1.9 1.2375 -0.928858
2 1.2375 -0.967395
1.6 1.275 -0.291313
1.7 1.275 -0.604368
1.8 1.275 -0.800499
1.9 1.275 -0.905148
2 1.275 -0.956237
1.6 1.3125 -0.148885
1.7 1.3125 -0.50052
1.8 1.3125 -0.739783
1.9 1.3125 -0.874053
2 1.3125 -0.941376
1.6 1.35 -8.88178e-16
1.7 1.35 -0.379949
1.8 1.35 -0.664037
1.9 1.35 -0.833655
2 1.35 -0.921669
ZONE I=5, J=5
0 1.35 0.999994
0.1 1.35 0.999988
0.2 1.35 0.999973
0.3 1.35 0.999939
0.4 1.35 0.999865
0 1.3875 0.999996
0.1 1.3875 0.999991
0.2 1.3875 0.99998
0.3 1.3875 0.999955
0.4 1.3875 0.9999
0 1.425 0.999997
0.1 1.425 0.999993
0.2 1.425 0.999985
0.3 1.425 0.999967
0.4 1.425 0.999926
0 1.4625 0.999998
0.1 1.4625 0.999995
0.2 1.4625 0.999989
0.3 1.4625 0.999975
0.4 1.4625 0.999945
0 1.5 0.999998
0.1 1.5 0.999996
0.2 1.5 0.999992
0.3 1.5 0.999982
0.4 1.5 0.999959
ZONE I=5, J=5
0.4 1.35 0.999865
0.5 1.35 0.999699
0.6 1.35 0.999329
0.7 1.35 0.998508
0.8 1.35 0.996682
0.4 1.3875 0.9999
0.5 1.3875 0.999777
0.6 1.3875 0.999503
0.7 1.3875 0.998894
0.8 1.3875 0.997541
0.4 1.425 0.999926
0.5 1.425 0.999835
0.6 1.425 0.999632
0.7 1.425 0.999181
0.8 1.425 0.998178
0.4 1.4625 0.999945
0.5 1.4625 0.999877
0.6 1.4625 0.999727
0.7 1.4625 0.999393
0.8 1.4625 0.99865
0.4 1.5 0.999959
0.5 1.5 0.999909
0.6 1.5 0.999798
0.7 1.5 0.99955
0.8 1.5 0.999
ZONE I=5, J=5
0.8 1.35 0.996682
0.9 1.35 0.992632
1 1.35 0.983675
1.1 1.35 0.964028
1.2 1.35 0.921669
0.8 1.3875 0.997541
0.9 1.3875 0.994536
1 1.3875 0.98788
1.1 1.3875 0.973226
1.2 1.3875 0.941376
0.8 1.425 0.998178
0.9 1.425 0.995949
1 1.425 0.991007
1.1 1.425 0.980096
1.2 1.425 0.956237
0.8 1.4625 0.99865
0.9 1.4625 0.996998
1 1.4625 0.99333
1.1 1.4625 0.985217
1.2 1.4625 0.967395
0.8 1.5 0.999
0.9 1.5 0.997775
1 1.5 0.995055
1.1 1.5 0.989027
1.2 1.5 0.975743
ZONE I=5, J=5
1.2 1.35 0.921669
1.3 1.35 0.833655
1.4 1.35 0.664037
1.5 1.35 0.379949
1.6 1.35 -8.88178e-16
1.2 1.3875 0.941376
1.3 1.3875 0.874053
1.4 1.3875 0.739783
1.5 1.3875 0.50052
1.6 1.3875 0.148885
1.2 1.425 0.956237
1.3 1.425 0.905148
1.4 1.425 0.800499
1.5 1.425 0.604368
1.6 1.425 0.291313
1.2 1.4625 0.967395
1.3 1.4625 0.928858
1.4 1.4625 0.848284
1.5 1.4625 0.691069
1.6 1.4625 0.421899
1.2 1.5 0.975743
1.3 1.5 0.946806
1.4 1.5 0.885352
1.5 1.5 0.761594
1.6 1.5 0.53705
ZONE I=5, J=5
1.6 1.35 -8.88178e-16
1.7 1.35 -0.379949
1.8 1.35 -0.664037
1.9 1.35 -0.833655
2 1.35 -0.921669
1.6 1.3875 0.148885
1.7 1.3875 -0.244919
1.8 1.3875 -0.57167
1.9 1.3875 -0.781806
2 1.3875 -0.895693
1.6 1.425 0.291313
1.7 1.425 -0.099668
1.8 1.425 -0.462117
1.9 1.425 -0.716298
2 1.425 -0.861723
1.6 1.4625 0.421899
1.7 1.4625 0.0499584
1.8 1.4625 -0.336376
1.9 1.4625 -0.635149
2 1.4625 -0.817754
1.6 1.5 0.53705
1.7 1.5 0.197375
1.8 1.5 -0.197375
1.9 1.5 -0.53705
2 1.5 -0.761594
