ZONE I=5, J=5
1.5 0.3 -0.887828
1.6 0.3 -0.92143
1.2 0.3375 -0.620935
1.3 0.3375 -0.726393
1.4 0.3375 -0.809627
1.5 0.3375 -0.870638
1.6 0.3375 -0.909425
1.2 0.375 -0.572803
1.3 0.375 -0.689357
1.4 0.375 -0.781981
1.5 0.375 -0.850673
1.6 0.375 -0.895434
1.2 0.4125 -0.520344
1.3 0.4125 -0.648376
1.4 0.4125 -0.750906
1.5 0.4125 -0.827934
1.6 0.4125 -0.879459
1.2 0.45 -0.463558
1.3 0.45 -0.603449
1.4 0.45 -0.716402
1.5 0.45 -0.802419
1.6 0.45 -0.861499
ZONE I=5, J=5
1.6 0.3 -0.92143
1.7 0.3 -0.945613
1.8 0.3 -0.964049
1.9 0.3 -0.976736
2 0.3 -0.983675
1.6 0.3375 -0.909425
1.7 0.3375 -0.937219
1.8 0.3375 -0.958428
1.9 0.3375 -0.973052
2 0.3375 -0.981091
1.6 0.375 -0.895434
1.7 0.375 -0.927382
1.8 0.375 -0.951797
1.9 0.375 -0.968678
2 0.375 -0.978026
1.6 0.4125 -0.879459
1.7 0.4125 -0.916103
1.8 0.4125 -0.944154
1.9 0.4125 -0.963613
2 0.4125 -0.97448
1.6 0.45 -0.861499
1.7 0.45 -0.903382
1.8 0.45 -0.935501
1.9 0.45 -0.957858
2 0.45 -0.970452
ZONE I=5, J=5
0 0.45 0.956237
0.1 0.45 0.937513
0.2 0.45 0.905315
0.3 0.45 0.859642
0.4 0.45 0.800496
0 0.4875 0.962167
0.1 0.4875 0.946006
0.2 0.4875 0.917863
0.3 0.4875 0.877737
0.4 0.4875 0.825629
0 0.525 0.967395
0.1 0.525 0.953488
0.2 0.525 0.928972
0.3 0.525 0.893845
0.4 0.525 0.848109
0 0.5625 0.97192
0.1 0.5625 0.959959
0.2 0.5625 0.938641
0.3 0.5625 0.907967
0.4 0.5625 0.867936
0 0.6 0.975743
0.1 0.6 0.965418
0.2 0.6 0.94687
0.3 0.6 0.920101
0.4 0.6 0.88511
ZONE I=5, J=5
0.4 0.45 0.800496
0.5 0.45 0.716864
0.6 0.45 0.604363
0.7 0.45 0.462993
0.8 0.45 0.292754
0.4 0.4875 0.825629
0.5 0.4875 0.751952
0.6 0.4875 0.649801
0.7 0.4875 0.519175
0.8 0.4875 0.360075
0.4 0.525 0.848109
0.5 0.525 0.783499
0.6 0.525 0.691187
0.7 0.525 0.571174
0.8 0.525 0.423459
0.4 0.5625 0.867936
0.5 0.5625 0.811503
0.6 0.5625 0.72852
0.7 0.5625 0.618988
0.8 0.5625 0.482906
0.4 0.6 0.88511
0.5 0.6 0.835965
0.6 0.6 0.761801
0.7 0.6 0.662618
0.8 0.6 0.538417
ZONE I=5, J=5
0.8 0.45 0.292754
0.9 0.45 0.0931175
1 0.45 -0.0994802
1.1 0.45 -0.285039
1.2 0.45 -0.463558
0.8 0.4875 0.360075
0.9 0.4875 0.166958
1 0.4875 -0.0244873
1.1 0.4875 -0.214261
1.2 0.4875 -0.402364
0.8 0.525 0.423459
0.9 0.525 0.23849
1 0.525 0.0499627
1.1 0.525 -0.142123
1.2 0.525 -0.337767
0.8 0.5625 0.482906
0.9 0.5625 0.307713
1 0.5625 0.12387
1.1 0.5625 -0.0686238
1.2 0.5625 -0.269767
0.8 0.6 0.538417
0.9 0.6 0.374628
1 0.6 0.197234
1.1 0.6 0.00623588
1.2 0.6 -0.198366
ZONE I=5, J=5
1.2 0.45 -0.463558
1.3 0.45 -0.603449
1.4 0.45 -0.716402
1.5 0.45 -0.802419
1.6 0.45 -0.861499
1.2 0.4875 -0.402364
1.3 0.4875 -0.55416
1.4 0.4875 -0.677881
1.5 0.4875 -0.773525
1.6 0.4875 -0.841092
1.2 0.525 -0.337767
1.3 0.525 -0.500795
1.4 0.525 -0.635122
1.5 0.525 -0.740747
1.6 0.525 -0.81767
1.2 0.5625 -0.269767
1.3 0.5625 -0.443354
1.4 0.5625 -0.588127
1.5 0.5625 -0.704086
1.6 0.5625 -0.791233
1.2 0.6 -0.198366
1.3 0.6 -0.381835
1.4 0.6 -0.536894
1.5 0.6 -0.663542
1.6 0.6 -0.76178
ZONE I=5, J=5
1.6 0.45 -0.861499
1.7 0.45 -0.903382
1.8 0.45 -0.935501
1.9 0.45 -0.957858
2 0.45 -0.970452
1.6 0.4875 -0.841092
1.7 0.4875 -0.888862
1.8 0.4875 -0.925571
1.9 0.4875 -0.95122
2 0.4875 -0.965808
1.6 0.525 -0.81767
1.7 0.525 -0.87204
1.8 0.525 -0.913938
1.9 0.525 -0.943364
2 0.525 -0.960319
1.6 0.5625 -0.791233
1.7 0.5625 -0.852914
1.8 0.5625 -0.9006
1.9 0.5625 -0.93429
2 0.5625 -0.953985
1.6 0.6 -0.76178
1.7 0.6 -0.831486
1.8 0.6 -0.885559
1.9 0.6 -0.923999
2 0.6 -0.946806
ZONE I=5, J=5
0 0.6 0.975743
0.1 0.6 0.965418
0.2 0.6 0.94687
0.3 0.6 0.920101
0.4 0.6 0.88511
0 0.6375 0.979057
0.1 0.6375 0.970149
0.2 0.6375 0.954033
0.3 0.6375 0.93071
0.4 0.6375 0.900179
0 0.675 0.981973
0.1 0.675 0.974311
0.2 0.675 0.960354
0.3 0.675 0.940101
0.4 0.675 0.913553
0 0.7125 0.984493
0.1 0.7125 0.977904
0.2 0.7125 0.965831
0.3 0.7125 0.948274
0.4 0.7125 0.925232
0 0.75 0.986614
0.1 0.75 0.980928
0.2 0.75 0.970466
0.3 0.75 0.955228
0.4 0.75 0.935215
ZONE I=5, J=5
0.4 0.6 0.88511
0.5 0.6 0.835965
0.6 0.6 0.761801
0.7 0.6 0.662618
0.8 0.6 0.538417
0.4 0.6375 0.900179
0.5 0.6375 0.857463
0.6 0.6375 0.791423
0.7 0.6375 0.702059
0.8 0.6375 0.589371
0.4 0.675 0.913553
0.5 0.675 0.876561
0.6 0.675 0.817985
0.7 0.675 0.737826
0.8 0.675 0.636083
0.4 0.7125 0.925232
0.5 0.7125 0.893258
0.6 0.7125 0.841487
0.7 0.7125 0.769918
0.8 0.7125 0.678552
0.4 0.75 0.935215
0.5 0.75 0.907554
0.6 0.75 0.861928
0.7 0.75 0.798337
0.8 0.75 0.716779
ZONE I=5, J=5
0.8 0.6 0.538417
0.9 0.6 0.374628
1 0.6 0.197234
1.1 0.6 0.00623588
1.2 0.6 -0.198366
0.8 0.6375 0.589371
0.9 0.6375 0.437833
1 0.6375 0.268331
1.1 0.6375 0.0808641
1.2 0.6375 -0.124568
0.8 0.675 0.636083
0.9 0.675 0.496918
1 0.675 0.33615
1.1 0.675 0.153779
1.2 0.675 -0.0501964
0.8 0.7125 0.678552
0.9 0.7125 0.551882
1 0.7125 0.400691
1.1 0.7125 0.22498
1.2 0.7125 0.0247475
0.8 0.75 0.716779
0.9 0.75 0.602725
1 0.75 0.461954
1.1 0.75 0.294467
1.2 0.75 0.100264
ZONE I=5, J=5
1.2 0.6 -0.198366
1.3 0.6 -0.381835
1.4 0.6 -0.536894
1.5 0.6 -0.663542
1.6 0.6 -0.76178
1.2 0.6375 -0.124568
1.3 0.6375 -0.316499
1.4 0.6375 -0.48117
1.5 0.6375 -0.618579
1.6 0.6375 -0.728727
1.2 0.675 -0.0501964
1.3 0.675 -0.248582
1.4 0.675 -0.421618
1.5 0.675 -0.569306
1.6 0.675 -0.691646
1.2 0.7125 0.0247475
1.3 0.7125 -0.178082
1.4 0.7125 -0.358239
1.5 0.7125 -0.515724
1.6 0.7125 -0.650535
1.2 0.75 0.100264
1.3 0.75 -0.105002
1.4 0.75 -0.291033
1.5 0.75 -0.457831
1.6 0.75 -0.605394
ZONE I=5, J=5
1.6 0.6 -0.76178
1.7 0.6 -0.831486
1.8 0.6 -0.885559
1.9 0.6 -0.923999
2 0.6 -0.946806
1.6 0.6375 -0.728727
1.7 0.6375 -0.807247
1.8 0.6375 -0.868391
1.9 0.6375 -0.912159
2 0.6375 -0.938552
1.6 0.675 -0.691646
1.7 0.675 -0.779658
1.8 0.675 -0.848531
1.9 0.675 -0.898264
2 0.675 -0.928858
1.6 0.7125 -0.650535
1.7 0.7125 -0.748718
1.8 0.7125 -0.825977
1.9 0.7125 -0.882312
2 0.7125 -0.917723
1.6 0.75 -0.605394
1.7 0.75 -0.714427
1.8 0.75 -0.800731
1.9 0.75 -0.864304
2 0.75 -0.905148
ZONE I=5, J=5
0 0.75 0.986614
0.1 0.75 0.980928
0.2 0.75 0.970466
0.3 0.75 0.955228
0.4 0.75 0.935215
0 0.7875 0.988451
0.1 0.7875 0.983546
0.2 0.7875 0.974489
0.3 0.7875 0.96128
0.4 0.7875 0.943918
0 0.825 0.990066
0.1 0.825 0.985849
0.2 0.825 0.978033
0.3 0.825 0.966618
0.4 0.825 0.951604
0 0.8625 0.99146
0.1 0.8625 0.987835
0.2 0.8625 0.981095
0.3 0.8625 0.971242
0.4 0.8625 0.958275
0 0.9 0.992632
0.1 0.9 0.989504
0.2 0.9 0.983678
0.3 0.9 0.975153
0.4 0.9 0.963929
ZONE I=5, J=5
0.4 0.75 0.935215
0.5 0.75 0.907554
0.6 0.75 0.861928
0.7 0.75 0.798337
0.8 0.75 0.716779
0.4 0.7875 0.943918
0.5 0.7875 0.920006
0.6 0.7875 0.879889
0.7 0.7875 0.823567
0.8 0.7875 0.751039
0.4 0.825 0.951604
0.5 0.825 0.930999
0.6 0.825 0.895849
0.7 0.825 0.846155
0.8 0.825 0.781917
0.4 0.8625 0.958275
0.5 0.8625 0.940532
0.6 0.8625 0.909808
0.7 0.8625 0.866102
0.8 0.8625 0.809415
0.4 0.9 0.963929
0.5 0.9 0.948606
0.6 0.9 0.921765
0.7 0.9 0.883407
0.8 0.9 0.833531
ZONE I=5, J=5
0.8 0.75 0.716779
0.9 0.75 0.602725
1 0.75 0.461954
1.1 0.75 0.294467
1.2 0.75 0.100264
0.8 0.7875 0.751039
0.9 0.7875 0.649016
1 0.7875 0.518922
1.1 0.7875 0.360759
1.2 0.7875 0.174526
0.8 0.825 0.781917
0.9 0.825 0.691154
1 0.825 0.571606
1.1 0.825 0.423272
1.2 0.825 0.246152
0.8 0.8625 0.809415
0.9 0.8625 0.729141
1 0.8625 0.620004
1.1 0.8625 0.482005
1.2 0.8625 0.315143
0.8 0.9 0.833531
0.9 0.9 0.762975
1 0.9 0.664118
1.1 0.9 0.536959
1.2 0.9 0.381498
ZONE I=5, J=5
1.2 0.75 0.100264
1.3 0.75 -0.105002
1.4 0.75 -0.291033
1.5 0.75 -0.457831
1.6 0.75 -0.605394
1.2 0.7875 0.174526
1.3 0.7875 -0.0305708
1.4 0.7875 -0.22065
1.5 0.7875 -0.395711
1.6 0.7875 -0.555754
1.2 0.825 0.246152
1.3 0.825 0.0435347
1.4 0.825 -0.148676
1.5 0.825 -0.330479
1.6 0.825 -0.501875
1.2 0.8625 0.315143
1.3 0.8625 0.117315
1.4 0.8625 -0.0751106
1.5 0.8625 -0.262134
1.6 0.8625 -0.443756
1.2 0.9 0.381498
1.3 0.9 0.19077
1.4 0.9 4.49981e-05
1.5 0.9 -0.190677
1.6 0.9 -0.381397
ZONE I=5, J=5
1.6 0.75 -0.605394
1.7 0.75 -0.714427
1.8 0.75 -0.800731
1.9 0.75 -0.864304
2 0.75 -0.905148
1.6 0.7875 -0.555754
1.7 0.7875 -0.676224
1.8 0.7875 -0.772215
1.9 0.7875 -0.843729
2 0.7875 -0.890764
1.6 0.825 -0.501875
1.7 0.825 -0.633889
1.8 0.825 -0.739923
1.9 0.825 -0.819978
2 0.825 -0.874053
1.6 0.8625 -0.443756
1.7 0.8625 -0.587421
1.8 0.8625 -0.703853
1.9 0.8625 -0.793052
2 0.8625 -0.855017
1.6 0.9 -0.381397
1.7 0.9 -0.536822
1.8 0.9 -0.664007
1.9 0.9 -0.762951
2 0.9 -0.833655
ZONE I=5, J=5
0 0.9 0.992632
0.1 0.9 0.989504
0.2 0.9 0.983678
0.3 0.9 0.975153
0.4 0.9 0.963929
0 0.9375 0.993645
0.1 0.9375 0.990949
0.2 0.9375 0.985916
0.3 0.9375 0.978546
0.4 0.9375 0.968839
0 0.975 0.994536
0.1 0.975 0.992219
0.2 0.975 0.987884
0.3 0.975 0.981533
0.4 0.975 0.973164
0 1.0125 0.995304
0.1 1.0125 0.993313
0.2 1.0125 0.989583
0.3 1.0125 0.984113
0.4 1.0125 0.976903
0 1.05 0.995949
0.1 1.05 0.994233
0.2 1.05 0.991012
0.3 1.05 0.986287
0.4 1.05 0.980057
ZONE I=5, J=5
0.4 0.9 0.963929
0.5 0.9 0.948606
0.6 0.9 0.921765
0.7 0.9 0.883407
0.8 0.9 0.833531
0.4 0.9375 0.968839
0.5 0.9375 0.955612
0.6 0.9375 0.932201
0.7 0.9375 0.898608
0.8 0.9375 0.854831
0.4 0.975 0.973164
0.5 0.975 0.961779
0.6 0.975 0.941428
0.7 0.975 0.91211
0.8 0.975 0.873826
0.4 1.0125 0.976903
0.5 1.0125 0.967109
0.6 1.0125 0.949446
0.7 1.0125 0.923916
0.8 1.0125 0.890517
0.4 1.05 0.980057
0.5 1.05 0.971601
0.6 1.05 0.956256
0.7 1.05 0.934023
0.8 1.05 0.904902
ZONE I=5, J=5
0.8 0.9 0.833531
0.9 0.9 0.762975
1 0.9 0.664118
1.1 0.9 0.536959
1.2 0.9 0.381498
0.8 0.9375 0.854831
0.9 0.9375 0.793024
1 0.9375 0.703924
1.1 0.9375 0.587531
1.2 0.9375 0.443844
0.8 0.975 0.873826
0.9 0.975 0.819911
1 0.975 0.739961
1.1 0.975 0.633974
1.2 0.975 0.501951
0.8 1.0125 0.890517
0.9 1.0125 0.843637
1 1.0125 0.772227
1.1 1.0125 0.676288
1.2 1.0125 0.55582
0.8 1.05 0.904902
0.9 1.05 0.8642
1 1.05 0.800724
1.1 1.05 0.714473
1.2 1.05 0.605449
ZONE I=5, J=5
1.2 0.9 0.381498
1.3 0.9 0.19077
1.4 0.9 4.49981e-05
1.5 0.9 -0.190677
1.6 0.9 -0.381397
1.2 0.9375 0.443844
1.3 0.9375 0.26222
1.4 0.9375 0.0752001
1.5 0.9375 -0.117216
1.6 0.9375 -0.315028
1.2 0.975 0.501951
1.3 0.975 0.330557
1.4 0.975 0.148763
1.5 0.975 -0.0434309
1.6 0.975 -0.246025
1.2 1.0125 0.55582
1.3 1.0125 0.395782
1.4 1.0125 0.220735
1.5 1.0125 0.0306782
1.6 1.0125 -0.174387
1.2 1.05 0.605449
1.3 1.05 0.457893
1.4 1.05 0.291114
1.5 1.05 0.105111
1.6 1.05 -0.100114
ZONE I=5, J=5
1.6 0.9 -0.381397
1.7 0.9 -0.536822
1.8 0.9 -0.664007
1.9 0.9 -0.762951
2 0.9 -0.833655
1.6 0.9375 -0.315028
1.7 0.9375 -0.48184
1.8 0.9375 -0.619845
1.9 0.9375 -0.729045
2 0.9375 -0.809438
1.6 0.975 -0.246025
1.7 0.975 -0.423081
1.8 0.975 -0.571396
1.9 0.975 -0.690971
2 0.975 -0.781806
1.6 1.0125 -0.174387
1.7 1.0125 -0.360544
1.8 1.0125 -0.518658
1.9 1.0125 -0.64873
2 1.0125 -0.75076
1.6 1.05 -0.100114
1.7 1.05 -0.29423
1.8 1.05 -0.461632
1.9 1.05 -0.602322
2 1.05 -0.716298
ZONE I=5, J=5
0 1.05 0.995949
0.1 1.05 0.994233
0.2 1.05 0.991012
0.3 1.05 0.986287
0.4 1.05 0.980057
0 1.0875 0.996507
0.1 1.0875 0.995028
0.2 1.0875 0.992249
0.3 1.0875 0.98817
0.4 1.0875 0.982791
0 1.125 0.996998
0.1 1.125 0.995727
0.2 1.125 0.993336
0.3 1.125 0.989826
0.4 1.125 0.985195
0 1.1625 0.99742
0.1 1.1625 0.996329
0.2 1.1625 0.994274
0.3 1.1625 0.991254
0.4 1.1625 0.987269
0 1.2 0.997775
0.1 1.2 0.996834
0.2 1.2 0.995061
0.3 1.2 0.992454
0.4 1.2 0.989015
ZONE I=5, J=5
0.4 1.05 0.980057
0.5 1.05 0.971601
0.6 1.05 0.956256
0.7 1.05 0.934023
0.8 1.05 0.904902
0.4 1.0875 0.982791
0.5 1.0875 0.975493
0.6 1.0875 0.962177
0.7 1.0875 0.942844
0.8 1.0875 0.917493
0.4 1.125 0.985195
0.5 1.125 0.978916
0.6 1.125 0.967398
0.7 1.125 0.950642
0.8 1.125 0.928646
0.4 1.1625 0.987269
0.5 1.1625 0.98187
0.6 1.1625 0.971918
0.7 1.1625 0.957416
0.8 1.1625 0.938363
0.4 1.2 0.989015
0.5 1.2 0.984354
0.6 1.2 0.975738
0.7 1.2 0.963168
0.8 1.2 0.946642
ZONE I=5, J=5
0.8 1.05 0.904902
0.9 1.05 0.8642
1 1.05 0.800724
1.1 1.05 0.714473
1.2 1.05 0.605449
0.8 1.0875 0.917493
0.9 1.0875 0.882205
1 1.0875 0.825957
1.1 1.0875 0.748749
1.2 1.0875 0.650581
0.8 1.125 0.928646
0.9 1.125 0.898158
1 1.125 0.848502
1.1 1.125 0.779677
1.2 1.125 0.691684
0.8 1.1625 0.938363
0.9 1.1625 0.91206
1 1.1625 0.868358
1.1 1.1625 0.807258
1.2 1.1625 0.72876
0.8 1.2 0.946642
0.9 1.2 0.923909
1 1.2 0.885526
1.1 1.2 0.831492
1.2 1.2 0.761808
ZONE I=5, J=5
1.2 1.05 0.605449
1.3 1.05 0.457893
1.4 1.05 0.291114
1.5 1.05 0.105111
1.6 1.05 -0.100114
1.2 1.0875 0.650581
1.3 1.0875 0.515777
1.4 1.0875 0.358314
1.5 1.0875 0.178192
1.6 1.0875 -0.024589
1.2 1.125 0.691684
1.3 1.125 0.56935
1.4 1.125 0.421684
1.5 1.125 0.248687
1.6 1.125 0.0503586
1.2 1.1625 0.72876
1.3 1.1625 0.618612
1.4 1.1625 0.481225
1.5 1.1625 0.316597
1.6 1.1625 0.124729
1.2 1.2 0.761808
1.3 1.2 0.663564
1.4 1.2 0.536935
1.5 1.2 0.381921
1.6 1.2 0.198521
ZONE I=5, J=5
1.6 1.05 -0.100114
1.7 1.05 -0.29423
1.8 1.05 -0.461632
1.9 1.05 -0.602322
2 1.05 -0.716298
1.6 1.0875 -0.024589
1.7 1.0875 -0.224725
1.8 1.0875 -0.400312
1.9 1.0875 -0.551352
2 1.0875 -0.677842
1.6 1.125 0.0503586
1.7 1.125 -0.153515
1.8 1.125 -0.335724
1.9 1.125 -0.496269
2 1.125 -0.635149
1.6 1.1625 0.124729
1.7 1.1625 -0.0806002
