ZONE I=5, J=5
1.8 1.125 -0.990044
1.9 1.125 -1.00548
2 1.125 -0.997661
1.6 1.1625 -0.846434
1.7 1.1625 -0.930088
1.8 1.1625 -0.982989
1.9 1.1625 -1.00514
2 1.1625 -0.996529
1.6 1.2 -0.790602
1.7 1.2 -0.902059
1.8 1.2 -0.973286
1.9 1.2 -1.00429
2 1.2 -0.995055
ZONE I=5, J=5
0 1.2 0.999998
0.1 1.2 1.00006
0.2 1.2 1.00015
0.3 1.2 1.00025
0.4 1.2 1.00037
0 1.2375 0.999999
0.1 1.2375 1.00007
0.2 1.2375 1.00013
0.3 1.2375 1.0002
0.4 1.2375 1.00027
0 1.275 0.999999
0.1 1.275 1.00007
0.2 1.275 1.00012
0.3 1.275 1.00016
0.4 1.275 1.00019
0 1.3125 0.999999
0.1 1.3125 1.00006
0.2 1.3125 1.0001
0.3 1.3125 1.00012
0.4 1.3125 1.00012
0 1.35 1
0.1 1.35 1.00005
0.2 1.35 1.00008
0.3 1.35 1.00009
0.4 1.35 1.00007
ZONE I=5, J=5
0.4 1.2 1.00037
0.5 1.2 0.99997
0.6 1.2 0.998745
0.7 1.2 0.996694
0.8 1.2 0.993816
0.4 1.2375 1.00027
0.5 1.2375 0.999904
0.6 1.2375 0.999063
0.7 1.2375 0.99775
0.8 1.2375 0.995965
0.4 1.275 1.00019
0.5 1.275 0.999875
0.6 1.275 0.999327
0.7 1.275 0.998546
0.8 1.275 0.997535
0.4 1.3125 1.00012
0.5 1.3125 0.999882
0.6 1.3125 0.999534
0.7 1.3125 0.999082
0.8 1.3125 0.998525
0.4 1.35 1.00007
0.5 1.35 0.999924
0.6 1.35 0.999687
0.7 1.35 0.999357
0.8 1.35 0.998935
ZONE I=5, J=5
0.8 1.2 0.993816
0.9 1.2 1.00083
1 1.2 0.968271
1.1 1.2 0.896152
1.2 1.2 0.784469
0.8 1.2375 0.995965
0.9 1.2375 1.00248
1 1.2375 0.978862
1.1 1.2375 0.925116
1.2 1.2375 0.841241
0.8 1.275 0.997535
0.9 1.275 1.00347
1 1.275 0.986728
1.1 1.275 0.947299
1.2 1.275 0.885186
0.8 1.3125 0.998525
0.9 1.3125 1.00381
1 1.3125 0.991872
1.1 1.3125 0.962702
1.2 1.3125 0.916304
0.8 1.35 0.998935
0.9 1.35 1.00349
1 1.35 0.994291
1.1 1.35 0.971325
1.2 1.35 0.934596
ZONE I=5, J=5
1.2 1.2 0.784469
1.3 1.2 0.390618
1.4 1.2 -0.00317678
1.5 1.2 -0.396917
1.6 1.2 -0.790602
1.2 1.2375 0.841241
1.3 1.2375 0.539247
1.4 1.2375 0.180551
1.5 1.2375 -0.234846
1.6 1.2375 -0.706946
1.2 1.275 0.885186
1.3 1.275 0.665573
1.4 1.275 0.345995
1.5 1.275 -0.0735492
1.6 1.275 -0.593058
1.2 1.3125 0.916304
1.3 1.3125 0.769597
1.4 1.3125 0.493154
1.5 1.3125 0.0869746
1.6 1.3125 -0.448941
1.2 1.35 0.934596
1.3 1.35 0.851319
1.4 1.35 0.622029
1.5 1.35 0.246725
1.6 1.35 -0.274592
ZONE I=5, J=5
1.6 1.2 -0.790602
1.7 1.2 -0.902059
1.8 1.2 -0.973286
1.9 1.2 -1.00429
2 1.2 -0.995055
1.6 1.2375 -0.706946
1.7 1.2375 -0.860443
1.8 1.2375 -0.959295
1.9 1.2375 -1.0035
2 1.2375 -0.993062
1.6 1.275 -0.593058
1.7 1.275 -0.799797
1.8 1.275 -0.934794
1.9 1.275 -0.998048
2 1.275 -0.98956
1.6 1.3125 -0.448941
1.7 1.3125 -0.720121
1.8 1.3125 -0.899782
1.9 1.3125 -0.987924
2 1.3125 -0.984548
1.6 1.35 -0.274592
1.7 1.35 -0.621414
1.8 1.35 -0.85426
1.9 1.35 -0.973131
2 1.35 -0.978026
ZONE I=5, J=5
0 1.35 1
0.1 1.35 1.00005
0.2 1.35 1.00008
0.3 1.35 1.00009
0.4 1.35 1.00007
0 1.3875 1
0.1 1.3875 1.00004
0.2 1.3875 1.00006
0.3 1.3875 1.00006
0.4 1.3875 1.00005
0 1.425 1
0.1 1.425 1.00002
0.2 1.425 1.00004
0.3 1.425 1.00004
0.4 1.425 1.00003
0 1.4625 1
0.1 1.4625 1.00001
0.2 1.4625 1.00002
0.3 1.4625 1.00002
0.4 1.4625 1.00001
0 1.5 1
0.1 1.5 1
0.2 1.5 0.999999
0.3 1.5 0.999998
0.4 1.5 0.999995
ZONE I=5, J=5
0.4 1.35 1.00007
0.5 1.35 0.999924
0.6 1.35 0.999687
0.7 1.35 0.999357
0.8 1.35 0.998935
0.4 1.3875 1.00005
0.5 1.3875 0.999941
0.6 1.3875 0.999784
0.7 1.3875 0.999576
0.8 1.3875 0.999318
0.4 1.425 1.00003
0.5 1.425 0.99996
0.6 1.425 0.999863
0.7 1.425 0.999737
0.8 1.425 0.999582
0.4 1.4625 1.00001
0.5 1.4625 0.999981
0.6 1.4625 0.999924
0.7 1.4625 0.999839
0.8 1.4625 0.999727
0.4 1.5 0.999995
0.5 1.5 1
0.6 1.5 0.999967
0.7 1.5 0.999883
0.8 1.5 0.999753
ZONE I=5, J=5
0.8 1.35 0.998935
0.9 1.35 1.00349
1 1.35 0.994291
1.1 1.35 0.971325
1.2 1.35 0.934596
0.8 1.3875 0.999318
0.9 1.3875 1.00284
1 1.3875 0.995948
1.1 1.3875 0.978651
1.2 1.3875 0.950947
0.8 1.425 0.999582
0.9 1.425 1.00207
1 1.425 0.997148
1.1 1.425 0.984814
1.2 1.425 0.965068
0.8 1.4625 0.999727
0.9 1.4625 1.0012
1 1.4625 0.997891
1.1 1.4625 0.989811
1.2 1.4625 0.976957
0.8 1.5 0.999753
0.9 1.5 1.00021
1 1.5 0.998178
1.1 1.5 0.993645
1.2 1.5 0.986614
ZONE I=5, J=5
1.2 1.35 0.934596
1.3 1.35 0.851319
1.4 1.35 0.622029
1.5 1.35 0.246725
1.6 1.35 -0.274592
1.2 1.3875 0.950947
1.3 1.3875 0.906724
1.4 1.3875 0.721187
1.5 1.3875 0.394334
1.6 1.3875 -0.0738339
1.2 1.425 0.965068
1.3 1.425 0.948486
1.4 1.425 0.801426
1.5 1.425 0.523887
1.6 1.425 0.11587
1.2 1.4625 0.976957
1.3 1.4625 0.976603
1.4 1.4625 0.862746
1.5 1.4625 0.635386
1.6 1.4625 0.294521
1.2 1.5 0.986614
1.3 1.5 0.991077
1.4 1.5 0.905148
1.5 1.5 0.728828
1.6 1.5 0.462117
ZONE I=5, J=5
1.6 1.35 -0.274592
1.7 1.35 -0.621414
1.8 1.35 -0.85426
1.9 1.35 -0.973131
2 1.35 -0.978026
1.6 1.3875 -0.0738339
1.7 1.3875 -0.49986
1.8 1.3875 -0.791089
1.9 1.3875 -0.947518
2 1.3875 -0.96915
1.6 1.425 0.11587
1.7 1.425 -0.365798
1.8 1.425 -0.704674
1.9 1.425 -0.900756
2 1.425 -0.954045
1.6 1.4625 0.294521
1.7 1.4625 -0.219228
1.8 1.4625 -0.595017
1.9 1.4625 -0.832845
2 1.4625 -0.932711
1.6 1.5 0.462117
1.7 1.5 -0.0601504
1.8 1.5 -0.462117
1.9 1.5 -0.743783
2 1.5 -0.905148
