ZONE I=5, J=5
1.7 1.125 -0.954045
1.8 1.125 -0.982845
1.9 1.125 -0.993655
2 1.125 -0.997661
1.6 1.1625 -0.829802
1.7 1.1625 -0.933828
1.8 1.1625 -0.975137
1.9 1.1625 -0.990781
2 1.1625 -0.996599
1.6 1.2 -0.761594
1.7 1.2 -0.905148
1.8 1.2 -0.964028
1.9 1.2 -0.986614
2 1.2 -0.995055
ZONE I=5, J=5
0 1.2 0.999998
0.1 1.2 0.999995
0.2 1.2 0.999988
0.3 1.2 0.999967
0.4 1.2 0.999909
0 1.2375 0.999999
0.1 1.2375 0.999997
0.2 1.2375 0.999992
0.3 1.2375 0.999977
0.4 1.2375 0.999938
0 1.275 0.999999
0.1 1.275 0.999998
0.2 1.275 0.999994
0.3 1.275 0.999984
0.4 1.275 0.999957
0 1.3125 0.999999
0.1 1.3125 0.999999
0.2 1.3125 0.999996
0.3 1.3125 0.999989
0.4 1.3125 0.999971
0 1.35 1
0.1 1.35 0.999999
0.2 1.35 0.999997
0.3 1.35 0.999993
0.4 1.35 0.99998
ZONE I=5, J=5
0.4 1.2 0.999909
0.5 1.2 0.999753
0.6 1.2 0.999329
0.7 1.2 0.998178
0.8 1.2 0.995055
0.4 1.2375 0.999938
0.5 1.2375 0.99983
0.6 1.2375 0.999539
0.7 1.2375 0.998747
0.8 1.2375 0.996599
0.4 1.275 0.999957
0.5 1.275 0.999883
0.6 1.275 0.999683
0.7 1.275 0.999139
0.8 1.275 0.997661
0.4 1.3125 0.999971
0.5 1.3125 0.99992
0.6 1.3125 0.999782
0.7 1.3125 0.999408
0.8 1.3125 0.998392
0.4 1.35 0.99998
0.5 1.35 0.999945
0.6 1.35 0.99985
0.7 1.35 0.999593
0.8 1.35 0.998894
ZONE I=5, J=5
0.8 1.2 0.995055
0.9 1.2 0.986614
1 1.2 0.964028
1.1 1.2 0.905148
1.2 1.2 0.761594
0.8 1.2375 0.996599
0.9 1.2375 0.990781
1 1.2375 0.975137
1.1 1.2375 0.933828
1.2 1.2375 0.829802
0.8 1.275 0.997661
0.9 1.275 0.993655
1 1.275 0.982845
1.1 1.275 0.954045
1.2 1.275 0.879827
0.8 1.3125 0.998392
0.9 1.3125 0.995635
1 1.3125 0.988178
1.1 1.3125 0.968187
1.2 1.3125 0.915825
0.8 1.35 0.998894
0.9 1.35 0.996998
1 1.35 0.99186
1.1 1.35 0.978026
1.2 1.35 0.941376
ZONE I=5, J=5
1.2 1.2 0.761594
1.3 1.2 0.462117
1.4 1.2 -8.88178e-16
1.5 1.2 -0.462117
1.6 1.2 -0.761594
1.2 1.2375 0.829802
1.3 1.2375 0.596374
1.4 1.2375 0.185333
1.5 1.2375 -0.30271
1.6 1.2375 -0.670967
1.2 1.275 0.879827
1.3 1.275 0.703906
1.4 1.275 0.358357
1.5 1.275 -0.124353
1.6 1.275 -0.5546
1.2 1.3125 0.915825
1.3 1.3125 0.786619
1.4 1.3125 0.50983
1.5 1.3125 0.0624187
1.6 1.3125 -0.41157
1.2 1.35 0.941376
1.3 1.35 0.848284
1.4 1.35 0.635149
1.5 1.35 0.244919
1.6 1.35 -0.244919
ZONE I=5, J=5
1.6 1.2 -0.761594
1.7 1.2 -0.905148
1.8 1.2 -0.964028
1.9 1.2 -0.986614
2 1.2 -0.995055
1.6 1.2375 -0.670967
1.7 1.2375 -0.864907
1.8 1.2375 -0.948085
1.9 1.2375 -0.980583
2 1.2375 -0.992813
1.6 1.275 -0.5546
1.7 1.275 -0.809301
1.8 1.275 -0.925346
1.9 1.275 -0.971873
2 1.275 -0.98956
1.6 1.3125 -0.41157
1.7 1.3125 -0.734072
1.8 1.3125 -0.893193
1.9 1.3125 -0.959335
2 1.3125 -0.984846
1.6 1.35 -0.244919
1.7 1.35 -0.635149
1.8 1.35 -0.848284
1.9 1.35 -0.941376
2 1.35 -0.978026
ZONE I=5, J=5
0 1.35 1
0.1 1.35 0.999999
0.2 1.35 0.999997
0.3 1.35 0.999993
0.4 1.35 0.99998
0 1.3875 1
0.1 1.3875 0.999999
0.2 1.3875 0.999998
0.3 1.3875 0.999995
0.4 1.3875 0.999986
0 1.425 1
0.1 1.425 1
0.2 1.425 0.999999
0.3 1.425 0.999996
0.4 1.425 0.99999
0 1.4625 1
0.1 1.4625 1
0.2 1.4625 0.999999
0.3 1.4625 0.999998
0.4 1.4625 0.999993
0 1.5 1
0.1 1.5 1
0.2 1.5 0.999999
0.3 1.5 0.999998
0.4 1.5 0.999995
ZONE I=5, J=5
0.4 1.35 0.99998
0.5 1.35 0.999945
0.6 1.35 0.99985
0.7 1.35 0.999593
0.8 1.35 0.998894
0.4 1.3875 0.999986
0.5 1.3875 0.999962
0.6 1.3875 0.999897
0.7 1.3875 0.99972
0.8 1.3875 0.99924
0.4 1.425 0.99999
0.5 1.425 0.999974
0.6 1.425 0.999929
0.7 1.425 0.999808
0.8 1.425 0.999478
0.4 1.4625 0.999993
0.5 1.4625 0.999982
0.6 1.4625 0.999951
0.7 1.4625 0.999868
0.8 1.4625 0.999641
0.4 1.5 0.999995
0.5 1.5 0.999988
0.6 1.5 0.999967
0.7 1.5 0.999909
0.8 1.5 0.999753
ZONE I=5, J=5
0.8 1.35 0.998894
0.9 1.35 0.996998
1 1.35 0.99186
1.1 1.35 0.978026
1.2 1.35 0.941376
0.8 1.3875 0.99924
0.9 1.3875 0.997936
1 1.3875 0.994398
1.1 1.3875 0.984846
1.2 1.3875 0.959335
0.8 1.425 0.999478
0.9 1.425 0.998581
1 1.425 0.996147
1.1 1.425 0.98956
1.2 1.425 0.971873
0.8 1.4625 0.999641
0.9 1.4625 0.999024
1 1.4625 0.99735
1.1 1.4625 0.992813
1.2 1.4625 0.980583
0.8 1.5 0.999753
0.9 1.5 0.999329
1 1.5 0.998178
1.1 1.5 0.995055
1.2 1.5 0.986614
ZONE I=5, J=5
1.2 1.35 0.941376
1.3 1.35 0.848284
1.4 1.35 0.635149
1.5 1.35 0.244919
1.6 1.35 -0.244919
1.2 1.3875 0.959335
1.3 1.3875 0.893193
1.4 1.3875 0.734072
1.5 1.3875 0.41157
1.6 1.3875 -0.0624187
1.2 1.425 0.971873
1.3 1.425 0.925346
1.4 1.425 0.809301
1.5 1.425 0.5546
1.6 1.425 0.124353
1.2 1.4625 0.980583
1.3 1.4625 0.948085
1.4 1.4625 0.864907
1.5 1.4625 0.670967
1.6 1.4625 0.30271
1.2 1.5 0.986614
1.3 1.5 0.964028
1.4 1.5 0.905148
1.5 1.5 0.761594
1.6 1.5 0.462117
ZONE I=5, J=5
1.6 1.35 -0.244919
1.7 1.35 -0.635149
1.8 1.35 -0.848284
1.9 1.35 -0.941376
2 1.35 -0.978026
1.6 1.3875 -0.0624187
1.7 1.3875 -0.50983
1.8 1.3875 -0.786619
1.9 1.3875 -0.915825
2 1.3875 -0.968187
1.6 1.425 0.124353
1.7 1.425 -0.358357
1.8 1.425 -0.703906
1.9 1.425 -0.879827
2 1.425 -0.954045
1.6 1.4625 0.30271
1.7 1.4625 -0.185333
1.8 1.4625 -0.596374
1.9 1.4625 -0.829802
2 1.4625 -0.933828
1.6 1.5 0.462117
1.7 1.5 -8.88178e-16
1.8 1.5 -0.462117
1.9 1.5 -0.761594
2 1.5 -0.905148
