ZONE I=5, J=5
1.6 0.3 -0.993963
1.7 0.3 -0.996682
1.8 0.3 -0.998178
1.9 0.3 -0.999
2 0.3 -0.999451
ZONE I=5, J=5
0 0.3 0.956237
0.1 0.3 0.921669
0.2 0.3 0.861723
0.3 0.3 0.761594
0.4 0.3 0.604368
0 0.3375 0.9649
0.1 0.3375 0.936954
0.2 0.3375 0.888024
0.3 0.3375 0.804944
0.4 0.3375 0.670967
0 0.375 0.971873
0.1 0.375 0.949335
0.2 0.375 0.909565
0.3 0.375 0.841123
0.4 0.375 0.728254
0 0.4125 0.977476
0.1 0.4125 0.959335
0.2 0.4125 0.927122
0.3 0.4125 0.87107
0.4 0.4125 0.776899
0 0.45 0.981973
0.1 0.45 0.967395
0.2 0.45 0.941376
0.3 0.45 0.895693
0.4 0.45 0.817754
ZONE I=5, J=5
0.4 0.3 0.604368
0.5 0.3 0.379949
0.6 0.3 0.099668
0.7 0.3 -0.197375
0.8 0.3 -0.462117
0.4 0.3375 0.670967
0.5 0.3375 0.471891
0.6 0.3375 0.209358
0.7 0.3375 -0.0872774
0.8 0.3375 -0.369203
0.4 0.375 0.728254
0.5 0.375 0.5546
0.6 0.375 0.314021
0.7 0.375 0.0249948
0.8 0.375 -0.268271
0.4 0.4125 0.776899
0.5 0.4125 0.627632
0.6 0.4125 0.41157
0.7 0.4125 0.13664
0.8 0.4125 -0.161085
0.4 0.45 0.817754
0.5 0.45 0.691069
0.6 0.45 0.50052
0.7 0.45 0.244919
0.8 0.45 -0.0499584
ZONE I=5, J=5
0.8 0.3 -0.462117
0.9 0.3 -0.664037
1 0.3 -0.800499
1.1 0.3 -0.885352
1.2 0.3 -0.935409
0.8 0.3375 -0.369203
0.9 0.3375 -0.596374
1 0.3375 -0.756294
1.1 0.3375 -0.85847
1.2 0.3375 -0.919765
0.8 0.375 -0.268271
0.9 0.375 -0.519022
1 0.375 -0.703906
1.1 0.375 -0.825868
1.2 0.375 -0.900527
0.8 0.4125 -0.161085
0.9 0.4125 -0.43212
1 0.4125 -0.642547
1.1 0.4125 -0.786619
1.2 0.4125 -0.876972
0.8 0.45 -0.0499584
0.9 0.45 -0.336376
1 0.45 -0.57167
1.1 0.45 -0.739783
1.2 0.45 -0.848284
ZONE I=5, J=5
1.2 0.3 -0.935409
1.3 0.3 -0.964028
1.4 0.3 -0.980096
1.5 0.3 -0.989027
1.6 0.3 -0.993963
1.2 0.3375 -0.919765
1.3 0.3375 -0.955154
1.4 0.3375 -0.975137
1.5 0.3375 -0.986278
1.6 0.3375 -0.992446
1.2 0.375 -0.900527
1.3 0.375 -0.944155
1.4 0.375 -0.96896
1.5 0.375 -0.982845
1.6 0.375 -0.990549
1.2 0.4125 -0.876972
1.3 0.4125 -0.930553
1.4 0.4125 -0.96128
1.5 0.4125 -0.978563
1.6 0.4125 -0.988178
1.2 0.45 -0.848284
1.3 0.45 -0.913785
1.4 0.45 -0.951746
1.5 0.45 -0.973226
1.6 0.45 -0.985217
ZONE I=5, J=5
1.6 0.3 -0.993963
1.7 0.3 -0.996682
1.8 0.3 -0.998178
1.9 0.3 -0.999
2 0.3 -0.999451
1.6 0.3375 -0.992446
1.7 0.3375 -0.995847
1.8 0.3375 -0.997719
1.9 0.3375 -0.998747
2 0.3375 -0.999312
1.6 0.375 -0.990549
1.7 0.375 -0.994802
1.8 0.375 -0.997144
1.9 0.375 -0.998432
2 0.375 -0.999139
1.6 0.4125 -0.988178
1.7 0.4125 -0.993495
1.8 0.4125 -0.996424
1.9 0.4125 -0.998036
2 0.4125 -0.998922
1.6 0.45 -0.985217
1.7 0.45 -0.99186
1.8 0.45 -0.995524
1.9 0.45 -0.997541
2 0.45 -0.99865
ZONE I=5, J=5
0 0.45 0.981973
0.1 0.45 0.967395
0.2 0.45 0.941376
0.3 0.45 0.895693
0.4 0.45 0.817754
0 0.4875 0.985579
0.1 0.4875 0.973879
0.2 0.4875 0.952909
0.3 0.4875 0.915825
0.4 0.4875 0.851752
0 0.525 0.988468
0.1 0.525 0.979087
0.2 0.525 0.962218
0.3 0.525 0.93221
0.4 0.525 0.879827
0 0.5625 0.990781
0.1 0.5625 0.983265
0.2 0.5625 0.969715
0.3 0.5625 0.945496
0.4 0.5625 0.902864
0 0.6 0.992632
0.1 0.6 0.986614
0.2 0.6 0.975743
0.3 0.6 0.956237
0.4 0.6 0.921669
ZONE I=5, J=5
0.4 0.45 0.817754
0.5 0.45 0.691069
0.6 0.45 0.50052
0.7 0.45 0.244919
0.8 0.45 -0.0499584
0.4 0.4875 0.851752
0.5 0.4875 0.74539
0.6 0.4875 0.580025
0.7 0.4875 0.347414
0.8 0.4875 0.0624187
0.4 0.525 0.879827
0.5 0.525 0.791338
0.6 0.525 0.649827
0.7 0.525 0.44223
0.8 0.525 0.173235
0.4 0.5625 0.902864
0.5 0.5625 0.829802
0.6 0.5625 0.710157
0.7 0.5625 0.528095
0.8 0.5625 0.279832
0.4 0.6 0.921669
0.5 0.6 0.861723
0.6 0.6 0.761594
0.7 0.6 0.604368
0.8 0.6 0.379949
ZONE I=5, J=5
0.8 0.45 -0.0499584
0.9 0.45 -0.336376
1 0.45 -0.57167
1.1 0.45 -0.739783
1.2 0.45 -0.848284
0.8 0.4875 0.0624187
0.9 0.4875 -0.233133
1 0.4875 -0.491093
1.1 0.4875 -0.684483
1.2 0.4875 -0.813571
0.8 0.525 0.173235
0.9 0.525 -0.124353
1 0.525 -0.401134
1.1 0.525 -0.619997
1.2 0.525 -0.771895
0.8 0.5625 0.279832
0.9 0.5625 -0.0124993
1 0.5625 -0.30271
1.1 0.5625 -0.545885
1.2 0.5625 -0.72233
0.8 0.6 0.379949
0.9 0.6 0.099668
1 0.6 -0.197375
1.1 0.6 -0.462117
1.2 0.6 -0.664037
ZONE I=5, J=5
1.2 0.45 -0.848284
1.3 0.45 -0.913785
1.4 0.45 -0.951746
1.5 0.45 -0.973226
1.6 0.45 -0.985217
1.2 0.4875 -0.813571
1.3 0.4875 -0.893193
1.4 0.4875 -0.939936
1.5 0.4875 -0.966583
1.6 0.4875 -0.981521
1.2 0.525 -0.771895
1.3 0.525 -0.868022
1.4 0.525 -0.925346
1.5 0.525 -0.958327
1.6 0.525 -0.976912
1.2 0.5625 -0.72233
1.3 0.5625 -0.837428
1.4 0.5625 -0.907382
1.5 0.5625 -0.948085
1.6 0.5625 -0.971171
1.2 0.6 -0.664037
1.3 0.6 -0.800499
1.4 0.6 -0.885352
1.5 0.6 -0.935409
1.6 0.6 -0.964028
ZONE I=5, J=5
1.6 0.45 -0.985217
1.7 0.45 -0.99186
1.8 0.45 -0.995524
1.9 0.45 -0.997541
2 0.45 -0.99865
1.6 0.4875 -0.981521
1.7 0.4875 -0.989816
1.8 0.4875 -0.994398
1.9 0.4875 -0.996922
2 0.4875 -0.998309
1.6 0.525 -0.976912
1.7 0.525 -0.987263
1.8 0.525 -0.99299
1.9 0.525 -0.996147
2 0.525 -0.997883
1.6 0.5625 -0.971171
1.7 0.5625 -0.984075
1.8 0.5625 -0.991229
1.9 0.5625 -0.995177
2 0.5625 -0.99735
1.6 0.6 -0.964028
1.7 0.6 -0.980096
1.8 0.6 -0.989027
1.9 0.6 -0.993963
2 0.6 -0.996682
ZONE I=5, J=5
0 0.6 0.992632
0.1 0.6 0.986614
0.2 0.6 0.975743
0.3 0.6 0.956237
0.4 0.6 0.921669
0 0.6375 0.994112
0.1 0.6375 0.989297
0.2 0.6375 0.980583
0.3 0.6375 0.9649
0.4 0.6375 0.936954
0 0.675 0.995295
0.1 0.675 0.991444
0.2 0.675 0.984465
0.3 0.675 0.971873
0.4 0.675 0.949335
0 0.7125 0.996241
0.1 0.7125 0.993162
0.2 0.7125 0.987575
0.3 0.7125 0.977476
0.4 0.7125 0.959335
0 0.75 0.996998
0.1 0.75 0.994536
0.2 0.75 0.990066
0.3 0.75 0.981973
0.4 0.75 0.967395
ZONE I=5, J=5
0.4 0.6 0.921669
0.5 0.6 0.861723
0.6 0.6 0.761594
0.7 0.6 0.604368
0.8 0.6 0.379949
0.4 0.6375 0.936954
0.5 0.6375 0.888024
0.6 0.6375 0.804944
0.7 0.6375 0.670967
0.8 0.6375 0.471891
0.4 0.675 0.949335
0.5 0.675 0.909565
0.6 0.675 0.841123
0.7 0.675 0.728254
0.8 0.675 0.5546
0.4 0.7125 0.959335
0.5 0.7125 0.927122
0.6 0.7125 0.87107
0.7 0.7125 0.776899
0.8 0.7125 0.627632
0.4 0.75 0.967395
0.5 0.75 0.941376
0.6 0.75 0.895693
0.7 0.75 0.817754
0.8 0.75 0.691069
ZONE I=5, J=5
0.8 0.6 0.379949
0.9 0.6 0.099668
1 0.6 -0.197375
1.1 0.6 -0.462117
1.2 0.6 -0.664037
0.8 0.6375 0.471891
0.9 0.6375 0.209358
1 0.6375 -0.0872774
1.1 0.6375 -0.369203
1.2 0.6375 -0.596374
0.8 0.675 0.5546
0.9 0.675 0.314021
1 0.675 0.0249948
1.1 0.675 -0.268271
1.2 0.675 -0.519022
0.8 0.7125 0.627632
0.9 0.7125 0.41157
1 0.7125 0.13664
1.1 0.7125 -0.161085
1.2 0.7125 -0.43212
0.8 0.75 0.691069
0.9 0.75 0.50052
1 0.75 0.244919
1.1 0.75 -0.0499584
1.2 0.75 -0.336376
ZONE I=5, J=5
1.2 0.6 -0.664037
1.3 0.6 -0.800499
1.4 0.6 -0.885352
1.5 0.6 -0.935409
1.6 0.6 -0.964028
1.2 0.6375 -0.596374
1.3 0.6375 -0.756294
1.4 0.6375 -0.85847
1.5 0.6375 -0.919765
1.6 0.6375 -0.955154
1.2 0.675 -0.519022
1.3 0.675 -0.703906
1.4 0.675 -0.825868
1.5 0.675 -0.900527
1.6 0.675 -0.944155
1.2 0.7125 -0.43212
1.3 0.7125 -0.642547
1.4 0.7125 -0.786619
1.5 0.7125 -0.876972
1.6 0.7125 -0.930553
1.2 0.75 -0.336376
1.3 0.75 -0.57167
1.4 0.75 -0.739783
1.5 0.75 -0.848284
1.6 0.75 -0.913785
ZONE I=5, J=5
1.6 0.6 -0.964028
1.7 0.6 -0.980096
1.8 0.6 -0.989027
1.9 0.6 -0.993963
2 0.6 -0.996682
1.6 0.6375 -0.955154
1.7 0.6375 -0.975137
1.8 0.6375 -0.986278
1.9 0.6375 -0.992446
2 0.6375 -0.995847
1.6 0.675 -0.944155
1.7 0.675 -0.96896
1.8 0.675 -0.982845
1.9 0.675 -0.990549
2 0.675 -0.994802
1.6 0.7125 -0.930553
1.7 0.7125 -0.96128
1.8 0.7125 -0.978563
1.9 0.7125 -0.988178
2 0.7125 -0.993495
1.6 0.75 -0.913785
1.7 0.75 -0.951746
1.8 0.75 -0.973226
1.9 0.75 -0.985217
2 0.75 -0.99186
ZONE I=5, J=5
0 0.75 0.996998
0.1 0.75 0.994536
0.2 0.75 0.990066
0.3 0.75 0.981973
0.4 0.75 0.967395
0 0.7875 0.997602
0.1 0.7875 0.995635
0.2 0.7875 0.99206
0.3 0.7875 0.985579
0.4 0.7875 0.973879
0 0.825 0.998085
0.1 0.825 0.996513
0.2 0.825 0.993655
0.3 0.825 0.988468
0.4 0.825 0.979087
0 0.8625 0.99847
0.1 0.8625 0.997214
0.2 0.8625 0.99493
0.3 0.8625 0.990781
0.4 0.8625 0.983265
0 0.9 0.998778
0.1 0.9 0.997775
0.2 0.9 0.995949
0.3 0.9 0.992632
0.4 0.9 0.986614
ZONE I=5, J=5
0.4 0.75 0.967395
0.5 0.75 0.941376
0.6 0.75 0.895693
0.7 0.75 0.817754
0.8 0.75 0.691069
0.4 0.7875 0.973879
0.5 0.7875 0.952909
0.6 0.7875 0.915825
0.7 0.7875 0.851752
0.8 0.7875 0.74539
0.4 0.825 0.979087
0.5 0.825 0.962218
0.6 0.825 0.93221
0.7 0.825 0.879827
0.8 0.825 0.791338
0.4 0.8625 0.983265
0.5 0.8625 0.969715
0.6 0.8625 0.945496
0.7 0.8625 0.902864
0.8 0.8625 0.829802
0.4 0.9 0.986614
0.5 0.9 0.975743
0.6 0.9 0.956237
0.7 0.9 0.921669
0.8 0.9 0.861723
ZONE I=5, J=5
0.8 0.75 0.691069
0.9 0.75 0.50052
1 0.75 0.244919
1.1 0.75 -0.0499584
1.2 0.75 -0.336376
0.8 0.7875 0.74539
0.9 0.7875 0.580025
1 0.7875 0.347414
1.1 0.7875 0.0624187
1.2 0.7875 -0.233133
0.8 0.825 0.791338
0.9 0.825 0.649827
1 0.825 0.44223
1.1 0.825 0.173235
1.2 0.825 -0.124353
0.8 0.8625 0.829802
0.9 0.8625 0.710157
1 0.8625 0.528095
1.1 0.8625 0.279832
1.2 0.8625 -0.0124993
0.8 0.9 0.861723
0.9 0.9 0.761594
1 0.9 0.604368
1.1 0.9 0.379949
1.2 0.9 0.099668
ZONE I=5, J=5
1.2 0.75 -0.336376
1.3 0.75 -0.57167
1.4 0.75 -0.739783
1.5 0.75 -0.848284
1.6 0.75 -0.913785
1.2 0.7875 -0.233133
1.3 0.7875 -0.491093
1.4 0.7875 -0.684483
1.5 0.7875 -0.813571
1.6 0.7875 -0.893193
1.2 0.825 -0.124353
1.3 0.825 -0.401134
1.4 0.825 -0.619997
1.5 0.825 -0.771895
1.6 0.825 -0.868022
1.2 0.8625 -0.0124993
1.3 0.8625 -0.30271
1.4 0.8625 -0.545885
1.5 0.8625 -0.72233
1.6 0.8625 -0.837428
1.2 0.9 0.099668
1.3 0.9 -0.197375
1.4 0.9 -0.462117
1.5 0.9 -0.664037
1.6 0.9 -0.800499
ZONE I=5, J=5
1.6 0.75 -0.913785
1.7 0.75 -0.951746
1.8 0.75 -0.973226
1.9 0.75 -0.985217
2 0.75 -0.99186
1.6 0.7875 -0.893193
1.7 0.7875 -0.939936
1.8 0.7875 -0.966583
1.9 0.7875 -0.981521
2 0.7875 -0.989816
1.6 0.825 -0.868022
1.7 0.825 -0.925346
1.8 0.825 -0.958327
1.9 0.825 -0.976912
2 0.825 -0.987263
1.6 0.8625 -0.837428
1.7 0.8625 -0.907382
1.8 0.8625 -0.948085
1.9 0.8625 -0.971171
2 0.8625 -0.984075
1.6 0.9 -0.800499
1.7 0.9 -0.885352
1.8 0.9 -0.935409
1.9 0.9 -0.964028
2 0.9 -0.980096
ZONE I=5, J=5
0 0.9 0.998778
0.1 0.9 0.997775
0.2 0.9 0.995949
0.3 0.9 0.992632
0.4 0.9 0.986614
0 0.9375 0.999024
0.1 0.9375 0.998223
0.2 0.9375 0.996764
0.3 0.9375 0.994112
0.4 0.9375 0.989297
0 0.975 0.999221
0.1 0.975 0.998581
0.2 0.975 0.997415
0.3 0.975 0.995295
0.4 0.975 0.991444
0 1.0125 0.999378
0.1 1.0125 0.998866
0.2 1.0125 0.997936
0.3 1.0125 0.996241
0.4 1.0125 0.993162
0 1.05 0.999503
0.1 1.05 0.999095
0.2 1.05 0.998351
0.3 1.05 0.996998
0.4 1.05 0.994536
ZONE I=5, J=5
0.4 0.9 0.986614
0.5 0.9 0.975743
0.6 0.9 0.956237
0.7 0.9 0.921669
0.8 0.9 0.861723
0.4 0.9375 0.989297
0.5 0.9375 0.980583
0.6 0.9375 0.9649
0.7 0.9375 0.936954
0.8 0.9375 0.888024
0.4 0.975 0.991444
0.5 0.975 0.984465
0.6 0.975 0.971873
0.7 0.975 0.949335
0.8 0.975 0.909565
0.4 1.0125 0.993162
0.5 1.0125 0.987575
0.6 1.0125 0.977476
0.7 1.0125 0.959335
0.8 1.0125 0.927122
0.4 1.05 0.994536
0.5 1.05 0.990066
0.6 1.05 0.981973
0.7 1.05 0.967395
0.8 1.05 0.941376
ZONE I=5, J=5
0.8 0.9 0.861723
0.9 0.9 0.761594
1 0.9 0.604368
1.1 0.9 0.379949
1.2 0.9 0.099668
0.8 0.9375 0.888024
0.9 0.9375 0.804944
1 0.9375 0.670967
1.1 0.9375 0.471891
1.2 0.9375 0.209358
0.8 0.975 0.909565
0.9 0.975 0.841123
1 0.975 0.728254
1.1 0.975 0.5546
1.2 0.975 0.314021
0.8 1.0125 0.927122
0.9 1.0125 0.87107
1 1.0125 0.776899
1.1 1.0125 0.627632
1.2 1.0125 0.41157
0.8 1.05 0.941376
0.9 1.05 0.895693
1 1.05 0.817754
1.1 1.05 0.691069
1.2 1.05 0.50052
ZONE I=5, J=5
1.2 0.9 0.099668
1.3 0.9 -0.197375
1.4 0.9 -0.462117
1.5 0.9 -0.664037
1.6 0.9 -0.800499
1.2 0.9375 0.209358
1.3 0.9375 -0.0872774
1.4 0.9375 -0.369203
1.5 0.9375 -0.596374
1.6 0.9375 -0.756294
1.2 0.975 0.314021
1.3 0.975 0.0249948
1.4 0.975 -0.268271
1.5 0.975 -0.519022
1.6 0.975 -0.703906
1.2 1.0125 0.41157
1.3 1.0125 0.13664
1.4 1.0125 -0.161085
1.5 1.0125 -0.43212
1.6 1.0125 -0.642547
1.2 1.05 0.50052
1.3 1.05 0.244919
1.4 1.05 -0.0499584
1.5 1.05 -0.336376
1.6 1.05 -0.57167
ZONE I=5, J=5
1.6 0.9 -0.800499
1.7 0.9 -0.885352
1.8 0.9 -0.935409
1.9 0.9 -0.964028
2 0.9 -0.980096
1.6 0.9375 -0.756294
1.7 0.9375 -0.85847
1.8 0.9375 -0.919765
1.9 0.9375 -0.955154
2 0.9375 -0.975137
1.6 0.975 -0.703906
1.7 0.975 -0.825868
1.8 0.975 -0.900527
1.9 0.975 -0.944155
2 0.975 -0.96896
1.6 1.0125 -0.642547
1.7 1.0125 -0.786619
1.8 1.0125 -0.876972
1.9 1.0125 -0.930553
2 1.0125 -0.96128
1.6 1.05 -0.57167
1.7 1.05 -0.739783
1.8 1.05 -0.848284
1.9 1.05 -0.913785
2 1.05 -0.951746
ZONE I=5, J=5
0 1.05 0.999503
0.1 1.05 0.999095
0.2 1.05 0.998351
0.3 1.05 0.996998
0.4 1.05 0.994536
0 1.0875 0.999603
0.1 1.0875 0.999277
0.2 1.0875 0.998683
0.3 1.0875 0.997602
0.4 1.0875 0.995635
0 1.125 0.999683
0.1 1.125 0.999423
0.2 1.125 0.998948
0.3 1.125 0.998085
0.4 1.125 0.996513
0 1.1625 0.999747
0.1 1.1625 0.999539
0.2 1.1625 0.99916
0.3 1.1625 0.99847
0.4 1.1625 0.997214
0 1.2 0.999798
0.1 1.2 0.999632
0.2 1.2 0.999329
0.3 1.2 0.998778
0.4 1.2 0.997775
ZONE I=5, J=5
0.4 1.05 0.994536
0.5 1.05 0.990066
0.6 1.05 0.981973
0.7 1.05 0.967395
0.8 1.05 0.941376
0.4 1.0875 0.995635
0.5 1.0875 0.99206
0.6 1.0875 0.985579
0.7 1.0875 0.973879
0.8 1.0875 0.952909
0.4 1.125 0.996513
0.5 1.125 0.993655
0.6 1.125 0.988468
0.7 1.125 0.979087
0.8 1.125 0.962218
0.4 1.1625 0.997214
0.5 1.1625 0.99493
0.6 1.1625 0.990781
0.7 1.1625 0.983265
0.8 1.1625 0.969715
0.4 1.2 0.997775
0.5 1.2 0.995949
0.6 1.2 0.992632
0.7 1.2 0.986614
0.8 1.2 0.975743
ZONE I=5, J=5
0.8 1.05 0.941376
0.9 1.05 0.895693
1 1.05 0.817754
1.1 1.05 0.691069
1.2 1.05 0.50052
0.8 1.0875 0.952909
0.9 1.0875 0.915825
1 1.0875 0.851752
1.1 1.0875 0.74539
1.2 1.0875 0.580025
0.8 1.125 0.962218
0.9 1.125 0.93221
1 1.125 0.879827
1.1 1.125 0.791338
1.2 1.125 0.649827
0.8 1.1625 0.969715
0.9 1.1625 0.945496
1 1.1625 0.902864
1.1 1.1625 0.829802
1.2 1.1625 0.710157
0.8 1.2 0.975743
0.9 1.2 0.956237
1 1.2 0.921669
1.1 1.2 0.861723
1.2 1.2 0.761594
ZONE I=5, J=5
1.2 1.05 0.50052
1.3 1.05 0.244919
1.4 1.05 -0.0499584
1.5 1.05 -0.336376
1.6 1.05 -0.57167
1.2 1.0875 0.580025
1.3 1.0875 0.347414
1.4 1.0875 0.0624187
1.5 1.0875 -0.233133
1.6 1.0875 -0.491093
1.2 1.125 0.649827
1.3 1.125 0.44223
1.4 1.125 0.173235
1.5 1.125 -0.124353
1.6 1.125 -0.401134
1.2 1.1625 0.710157
1.3 1.1625 0.528095
1.4 1.1625 0.279832
1.5 1.1625 -0.0124993
1.6 1.1625 -0.30271
1.2 1.2 0.761594
1.3 1.2 0.604368
1.4 1.2 0.379949
1.5 1.2 0.099668
1.6 1.2 -0.197375
ZONE I=5, J=5
1.6 1.05 -0.57167
1.7 1.05 -0.739783
1.8 1.05 -0.848284
1.9 1.05 -0.913785
2 1.05 -0.951746
1.6 1.0875 -0.491093
1.7 1.0875 -0.684483
1.8 1.0875 -0.813571
1.9 1.0875 -0.893193
2 1.0875 -0.939936
1.6 1.125 -0.401134
1.7 1.125 -0.619997
1.8 1.125 -0.771895
