
0.5625 0.875 0.786604 -0.858934 -0.972884 
0.625 0.875 0.78178 -0.858934 -0.820559 
0.6875 0.875 0.77686 -0.858934 -0.55419 
0.75 0.875 0.771844 -0.858934 -0.210796 
0.5 1 0.800488 -0.279415 -0.989992 
0.5625 1 0.795954 -0.279415 -0.972884 
0.625 1 0.791318 -0.279415 -0.820559 
0.6875 1 0.78658 -0.279415 -0.55419 
0.75 1 0.781739 -0.279415 -0.210796 

0.75 0.5 0.739715 0.14112 -0.210796 
0.8125 0.5 0.734001 0.14112 0.161895 
0.875 0.5 0.728185 0.14112 0.512085 
0.9375 0.5 0.722266 0.14112 0.791104 
1 0.5 0.716246 0.14112 0.96017 
0.75 0.625 0.750832 -0.571561 -0.210796 
0.8125 0.625 0.745329 -0.571561 0.161895 
0.875 0.625 0.739722 -0.571561 0.512085 
0.9375 0.625 0.734011 -0.571561 0.791104 
1 0.625 0.728195 -0.571561 0.96017 
0.75 0.75 0.761542 -0.97753 -0.210796 
0.8125 0.75 0.756242 -0.97753 0.161895 
0.875 0.75 0.750841 -0.97753 0.512085 
0.9375 0.75 0.745337 -0.97753 0.791104 
1 0.75 0.739732 -0.97753 0.96017 
0.75 0.875 0.771844 -0.858934 -0.210796 
0.8125 0.875 0.76674 -0.858934 0.161895 
0.875 0.875 0.761541 -0.858934 0.512085 
0.9375 0.875 0.756246 -0.858934 0.791104 
1 0.875 0.750857 -0.858934 0.96017 
0.75 1 0.781739 -0.279415 -0.210796 
0.8125 1 0.776823 -0.279415 0.161895 
0.875 1 0.771822 -0.279415 0.512085 
0.9375 1 0.766738 -0.279415 0.791104 
1 1 0.76157 -0.279415 0.96017 

0 1 0.833655 -0.279415 1 
0.0625 1 0.829783 -0.279415 0.930508 
0.125 1 0.825844 -0.279415 0.731689 
0.1875 1 0.821836 -0.279415 0.431177 
0.25 1 0.817759 -0.279415 0.0707372 
0 1.125 0.841118 0.450044 1 
0.0625 1.125 0.837417 0.450044 0.930508 
0.125 1.125 0.83364 0.450044 0.731689 
0.1875 1.125 0.829789 0.450044 0.431177 
0.25 1.125 0.825863 0.450044 0.0707372 
0 1.25 0.848284 0.938 1 
0.0625 1.25 0.844741 0.938 0.930508 
0.125 1.25 0.841121 0.938 0.731689 
0.1875 1.25 0.837423 0.938 0.431177 
0.25 1.25 0.833648 0.938 0.0707372 
0 1.375 0.855152 0.922604 1 
0.0625 1.375 0.851757 0.922604 0.930508 
0.125 1.375 0.848286 0.922604 0.731689 
0.1875 1.375 0.844738 0.922604 0.431177 
0.25 1.375 0.841114 0.922604 0.0707372 
0 1.5 0.861723 0.412118 1 
0.0625 1.5 0.858465 0.412118 0.930508 
0.125 1.5 0.855135 0.412118 0.731689 
0.1875 1.5 0.851734 0.412118 0.431177 
0.25 1.5 0.848261 0.412118 0.0707372 

0.25 1 0.817759 -0.279415 0.0707372 
0.3125 1 0.813562 -0.279415 -0.299534 
0.375 1 0.809285 -0.279415 -0.628174 
0.4375 1 0.804927 -0.279415 -0.869507 
0.5 1 0.800488 -0.279415 -0.989992 
0.25 1.125 0.825863 0.450044 0.0707372 
0.3125 1.125 0.821842 0.450044 -0.299534 
0.375 1.125 0.81774 0.450044 -0.628174 
0.4375 1.125 0.813557 0.450044 -0.869507 
0.5 1.125 0.809293 0.450044 -0.989992 
0.25 1.25 0.833648 0.938 0.0707372 
0.3125 1.25 0.829797 0.938 -0.299534 
0.375 1.25 0.825865 0.938 -0.628174 
0.4375 1.25 0.821852 0.938 -0.869507 
0.5 1.25 0.817758 0.938 -0.989992 
0.25 1.375 0.841114 0.922604 0.0707372 
0.3125 1.375 0.837427 0.922604 -0.299534 
0.375 1.375 0.833659 0.922604 -0.628174 
0.4375 1.375 0.829811 0.922604 -0.869507 
0.5 1.375 0.825882 0.922604 -0.989992 
0.25 1.5 0.848261 0.412118 0.0707372 
0.3125 1.5 0.844732 0.412118 -0.299534 
0.375 1.5 0.841123 0.412118 -0.628174 
0.4375 1.5 0.837434 0.412118 -0.869507 
0.5 1.5 0.833666 0.412118 -0.989992 

0.5 1 0.800488 -0.279415 -0.989992 
0.5625 1 0.795954 -0.279415 -0.972884 
0.625 1 0.791318 -0.279415 -0.820559 
0.6875 1 0.78658 -0.279415 -0.55419 
0.75 1 0.781739 -0.279415 -0.210796 
0.5 1.125 0.809293 0.450044 -0.989992 
0.5625 1.125 0.804941 0.450044 -0.972884 
0.625 1.125 0.800497 0.450044 -0.820559 
0.6875 1.125 0.795961 0.450044 -0.55419 
0.75 1.125 0.791332 0.450044 -0.210796 
0.5 1.25 0.817758 0.938 -0.989992 
0.5625 1.25 0.813582 0.938 -0.972884 
0.625 1.25 0.809318 0.938 -0.820559 
0.6875 1.25 0.804968 0.938 -0.55419 
0.75 1.25 0.800531 0.938 -0.210796 
0.5 1.375 0.825882 0.922604 -0.989992 
0.5625 1.375 0.821875 0.922604 -0.972884 
0.625 1.375 0.817781 0.922604 -0.820559 
0.6875 1.375 0.813601 0.922604 -0.55419 
0.75 1.375 0.809336 0.922604 -0.210796 
0.5 1.5 0.833666 0.412118 -0.989992 
0.5625 1.5 0.829821 0.412118 -0.972884 
0.625 1.5 0.825885 0.412118 -0.820559 
0.6875 1.5 0.821861 0.412118 -0.55419 
0.75 1.5 0.817747 0.412118 -0.210796 

0.75 1 0.781739 -0.279415 -0.210796 
0.8125 1 0.776823 -0.279415 0.161895 
0.875 1 0.771822 -0.279415 0.512085 
0.9375 1 0.766738 -0.279415 0.791104 
1 1 0.76157 -0.279415 0.96017 
0.75 1.125 0.791332 0.450044 -0.210796 
0.8125 1.125 0.786604 0.450044 0.161895 
0.875 1.125 0.781785 0.450044 0.512085 
0.9375 1.125 0.776874 0.450044 0.791104 
1 1.125 0.771873 0.450044 0.96017 
0.75 1.25 0.800531 0.938 -0.210796 
0.8125 1.25 0.79599 0.938 0.161895 
0.875 1.25 0.791355 0.938 0.512085 
0.9375 1.25 0.786625 0.938 0.791104 
1 1.25 0.7818 0.938 0.96017 
0.75 1.375 0.809336 0.922604 -0.210796 
0.8125 1.375 0.804981 0.922604 0.161895 
0.875 1.375 0.800532 0.922604 0.512085 
0.9375 1.375 0.795989 0.922604 0.791104 
1 1.375 0.79135 0.922604 0.96017 
0.75 1.5 0.817747 0.412118 -0.210796 
0.8125 1.5 0.813578 0.412118 0.161895 
0.875 1.5 0.809317 0.412118 0.512085 
0.9375 1.5 0.804966 0.412118 0.791104 
1 1.5 0.800524 0.412118 0.96017 

0 1.5 0.861723 0.412118 1 
0.0625 1.5 0.858465 0.412118 0.930508 
0.125 1.5 0.855135 0.412118 0.731689 
0.1875 1.5 0.851734 0.412118 0.431177 
0.25 1.5 0.848261 0.412118 0.0707372 
0 1.625 0.868017 -0.319519 1 
0.0625 1.625 0.864916 -0.319519 0.930508 
0.125 1.625 0.861737 -0.319519 0.731689 
0.1875 1.625 0.858481 -0.319519 0.431177 
0.25 1.625 0.855148 -0.319519 0.0707372 
0 1.75 0.874053 -0.879696 1 
0.0625 1.75 0.871093 -0.879696 0.930508 
0.125 1.75 0.868054 -0.879696 0.731689 
0.1875 1.75 0.864937 -0.879696 0.431177 
0.25 1.75 0.861742 -0.879696 0.0707372 
0 1.875 0.879831 -0.967808 1 
0.0625 1.875 0.876994 -0.967808 0.930508 
0.125 1.875 0.874084 -0.967808 0.731689 
0.1875 1.875 0.8711 -0.967808 0.431177 
0.25 1.875 0.868044 -0.967808 0.0707372 
0 2 0.885352 -0.536573 1 
0.0625 2 0.88262 -0.536573 0.930508 
0.125 2 0.879827 -0.536573 0.731689 
0.1875 2 0.876971 -0.536573 0.431177 
0.25 2 0.874053 -0.536573 0.0707372 

0.25 1.5 0.848261 0.412118 0.0707372 
0.3125 1.5 0.844732 0.412118 -0.299534 
0.375 1.5 0.841123 0.412118 -0.628174 
0.4375 1.5 0.837434 0.412118 -0.869507 
0.5 1.5 0.833666 0.412118 -0.989992 
0.25 1.625 0.855148 -0.319519 0.0707372 
0.3125 1.625 0.851766 -0.319519 -0.299534 
0.375 1.625 0.848305 -0.319519 -0.628174 
0.4375 1.625 0.844762 -0.319519 -0.869507 
0.5 1.625 0.841139 -0.319519 -0.989992 
0.25 1.75 0.861742 -0.879696 0.0707372 
0.3125 1.75 0.858501 -0.879696 -0.299534 
0.375 1.75 0.855182 -0.879696 -0.628174 
0.4375 1.75 0.851783 -0.879696 -0.869507 
0.5 1.75 0.848306 -0.879696 -0.989992 
0.25 1.875 0.868044 -0.967808 0.0707372 
0.3125 1.875 0.864936 -0.967808 -0.299534 
0.375 1.875 0.861754 -0.967808 -0.628174 
0.4375 1.875 0.858498 -0.967808 -0.869507 
0.5 1.875 0.855167 -0.967808 -0.989992 
0.25 2 0.874053 -0.536573 0.0707372 
0.3125 2 0.871071 -0.536573 -0.299534 
0.375 2 0.868022 -0.536573 -0.628174 
0.4375 2 0.864906 -0.536573 -0.869507 
0.5 2 0.861723 -0.536573 -0.989992 

0.5 1.5 0.833666 0.412118 -0.989992 
0.5625 1.5 0.829821 0.412118 -0.972884 
0.625 1.5 0.825885 0.412118 -0.820559 
0.6875 1.5 0.821861 0.412118 -0.55419 
0.75 1.5 0.817747 0.412118 -0.210796 
0.5 1.625 0.841139 -0.319519 -0.989992 
0.5625 1.625 0.837454 -0.319519 -0.972884 
0.625 1.625 0.833682 -0.319519 -0.820559 
0.6875 1.625 0.829826 -0.319519 -0.55419 
0.75 1.625 0.825883 -0.319519 -0.210796 
0.5 1.75 0.848306 -0.879696 -0.989992 
0.5625 1.75 0.844773 -0.879696 -0.972884 
0.625 1.75 0.841158 -0.879696 -0.820559 
0.6875 1.75 0.837462 -0.879696 -0.55419 
0.75 1.75 0.833684 -0.879696 -0.210796 
0.5 1.875 0.855167 -0.967808 -0.989992 
0.5625 1.875 0.851779 -0.967808 -0.972884 
0.625 1.875 0.848313 -0.967808 -0.820559 
0.6875 1.875 0.844771 -0.967808 -0.55419 
0.75 1.875 0.841151 -0.967808 -0.210796 
0.5 2 0.861723 -0.536573 -0.989992 
0.5625 2 0.858471 -0.536573 -0.972884 
0.625 2 0.855147 -0.536573 -0.820559 
0.6875 2 0.851751 -0.536573 -0.55419 
0.75 2 0.848284 -0.536573 -0.210796 

0.75 1.5 0.817747 0.412118 -0.210796 
0.8125 1.5 0.813578 0.412118 0.161895 
0.875 1.5 0.809317 0.412118 0.512085 
0.9375 1.5 0.804966 0.412118 0.791104 
1 1.5 0.800524 0.412118 0.96017 
0.75 1.625 0.825883 -0.319519 -0.210796 
0.8125 1.625 0.821876 -0.319519 0.161895 
0.875 1.625 0.817781 -0.319519 0.512085 
0.9375 1.625 0.813599 -0.319519 0.791104 
1 1.625 0.80933 -0.319519 0.96017 
0.75 1.75 0.833684 -0.879696 -0.210796 
0.8125 1.75 0.829836 -0.879696 0.161895 
0.875 1.75 0.825903 -0.879696 0.512085 
0.9375 1.75 0.821887 -0.879696 0.791104 
1 1.75 0.817786 -0.879696 0.96017 
0.75 1.875 0.841151 -0.967808 -0.210796 
0.8125 1.875 0.837458 -0.967808 0.161895 
0.875 1.875 0.833684 -0.967808 0.512085 
0.9375 1.875 0.82983 -0.967808 0.791104 
1 1.875 0.825895 -0.967808 0.96017 
0.75 2 0.848284 -0.536573 -0.210796 
0.8125 2 0.844742 -0.536573 0.161895 
0.875 2 0.841123 -0.536573 0.512085 
0.9375 2 0.837427 -0.536573 0.791104 
1 2 0.833655 -0.536573 0.96017 
