ZONE I=100
0.332071 0.93277
0.332323 0.932441
0.332576 0.93211
0.332828 0.931778
0.333081 0.931445
0.333333 0.93111
0.333586 0.930773
0.333838 0.930435
0.334091 0.930095
0.334343 0.929753
0.334596 0.92941
0.334848 0.929065
0.335101 0.928719
0.335354 0.928371
0.335606 0.928021
0.335859 0.92767
0.336111 0.927317
0.336364 0.926963
0.336616 0.926606
0.336869 0.926248
0.337121 0.925889
0.337374 0.925527
0.337626 0.925165
0.337879 0.9248
0.338131 0.924433
0.338384 0.924065
0.338636 0.923696
0.338889 0.923324
0.339141 0.922951
0.339394 0.922576
0.339646 0.922199
0.339899 0.92182
0.340152 0.92144
0.340404 0.921058
0.340657 0.920674
0.340909 0.920289
0.341162 0.919901
0.341414 0.919512
0.341667 0.919121
0.341919 0.918728
0.342172 0.918333
0.342424 0.917937
0.342677 0.917538
0.342929 0.917138
0.343182 0.916736
0.343434 0.916332
0.343687 0.915926
0.343939 0.915519
0.344192 0.915109
0.344444 0.914697
0.344697 0.914284
0.344949 0.913869
0.345202 0.913452
0.345455 0.913032
0.345707 0.912611
0.34596 0.912188
0.346212 0.911763
0.346465 0.911336
0.346717 0.910907
0.34697 0.910476
0.347222 0.910044
0.347475 0.909609
0.347727 0.909172
0.34798 0.908733
0.348232 0.908292
0.348485 0.907849
0.348737 0.907404
0.34899 0.906957
0.349242 0.906508
0.349495 0.906057
0.349747 0.905604
0.35 0.905148
ZONE I=100
0.35 0.905148
0.350253 0.904691
0.350505 0.904231
0.350758 0.90377
0.35101 0.903306
0.351263 0.90284
0.351515 0.902372
0.351768 0.901902
0.35202 0.90143
0.352273 0.900956
0.352525 0.900479
0.352778 0.900001
0.35303 0.89952
0.353283 0.899037
0.353535 0.898551
0.353788 0.898064
0.35404 0.897574
0.354293 0.897082
0.354545 0.896588
0.354798 0.896092
0.355051 0.895593
0.355303 0.895092
0.355556 0.894589
0.355808 0.894083
0.356061 0.893576
0.356313 0.893066
0.356566 0.892553
0.356818 0.892039
0.357071 0.891522
0.357323 0.891002
0.357576 0.890481
0.357828 0.889957
0.358081 0.88943
0.358333 0.888901
0.358586 0.88837
0.358838 0.887837
0.359091 0.887301
0.359343 0.886763
0.359596 0.886222
0.359848 0.885679
0.360101 0.885133
0.360354 0.884585
0.360606 0.884035
0.360859 0.883482
0.361111 0.882926
0.361364 0.882368
0.361616 0.881808
0.361869 0.881245
0.362121 0.88068
0.362374 0.880112
0.362626 0.879541
0.362879 0.878968
0.363131 0.878393
0.363384 0.877814
0.363636 0.877234
0.363889 0.876651
0.364141 0.876065
0.364394 0.875476
0.364646 0.874885
0.364899 0.874291
0.365152 0.873695
0.365404 0.873096
0.365657 0.872495
0.365909 0.87189
0.366162 0.871284
0.366414 0.870674
0.366667 0.870062
0.366919 0.869447
0.367172 0.868829
0.367424 0.868209
0.367677 0.867586
0.367929 0.86696
0.368182 0.866331
0.368434 0.8657
0.368687 0.865066
0.368939 0.864429
0.369192 0.863789
0.369444 0.863147
0.369697 0.862501
0.369949 0.861853
0.370202 0.861202
0.370455 0.860548
0.370707 0.859892
0.37096 0.859232
0.371212 0.85857
0.371465 0.857905
0.371717 0.857237
0.37197 0.856566
0.372222 0.855892
0.372475 0.855215
0.372727 0.854535
0.37298 0.853852
0.373232 0.853167
0.373485 0.852478
0.373737 0.851787
0.37399 0.851092
0.374242 0.850394
0.374495 0.849694
0.374747 0.84899
0.375 0.848284
ZONE I=100
0.375 0.848284
0.375253 0.847574
0.375505 0.846861
0.375758 0.846146
0.37601 0.845427
0.376263 0.844705
0.376515 0.84398
0.376768 0.843252
0.37702 0.842521
0.377273 0.841786
0.377525 0.841049
0.377778 0.840308
0.37803 0.839565
0.378283 0.838818
0.378535 0.838068
0.378788 0.837315
0.37904 0.836558
0.379293 0.835799
0.379545 0.835036
0.379798 0.83427
0.380051 0.8335
0.380303 0.832728
0.380556 0.831952
0.380808 0.831173
0.381061 0.830391
0.381313 0.829605
0.381566 0.828816
0.381818 0.828024
0.382071 0.827229
0.382323 0.82643
0.382576 0.825627
0.382828 0.824822
0.383081 0.824013
0.383333 0.823201
0.383586 0.822385
0.383838 0.821566
0.384091 0.820743
0.384343 0.819917
0.384596 0.819088
0.384848 0.818255
0.385101 0.817419
0.385354 0.81658
0.385606 0.815736
0.385859 0.81489
0.386111 0.81404
0.386364 0.813186
0.386616 0.812329
0.386869 0.811468
0.387121 0.810604
0.387374 0.809736
0.387626 0.808865
0.387879 0.80799
0.388131 0.807112
0.388384 0.80623
0.388636 0.805344
0.388889 0.804455
0.389141 0.803562
0.389394 0.802665
0.389646 0.801765
0.389899 0.800862
0.390152 0.799954
0.390404 0.799043
0.390657 0.798128
0.390909 0.79721
0.391162 0.796288
0.391414 0.795362
0.391667 0.794432
0.391919 0.793499
0.392172 0.792561
0.392424 0.791621
0.392677 0.790676
0.392929 0.789727
0.393182 0.788775
0.393434 0.787819
0.393687 0.786859
0.393939 0.785896
0.394192 0.784928
0.394444 0.783957
0.394697 0.782982
0.394949 0.782003
0.395202 0.78102
0.395455 0.780033
0.395707 0.779042
0.39596 0.778048
0.396212 0.777049
0.396465 0.776047
0.396717 0.77504
0.39697 0.77403
0.397222 0.773016
0.397475 0.771997
0.397727 0.770975
0.39798 0.769949
0.398232 0.768919
0.398485 0.767884
0.398737 0.766846
0.39899 0.765804
0.399242 0.764757
0.399495 0.763707
0.399747 0.762653
0.4 0.761594
ZONE I=100
0.4 0.761594
0.400253 0.760532
0.400505 0.759465
0.400758 0.758394
0.40101 0.757319
0.401263 0.75624
0.401515 0.755157
0.401768 0.75407
0.40202 0.752978
0.402273 0.751883
0.402525 0.750783
0.402778 0.749679
0.40303 0.748571
0.403283 0.747459
0.403535 0.746342
0.403788 0.745222
0.40404 0.744097
0.404293 0.742967
0.404545 0.741834
0.404798 0.740696
0.405051 0.739554
0.405303 0.738408
0.405556 0.737258
0.405808 0.736103
0.406061 0.734944
0.406313 0.73378
0.406566 0.732613
0.406818 0.73144
0.407071 0.730264
0.407323 0.729083
0.407576 0.727898
0.407828 0.726709
0.408081 0.725515
0.408333 0.724317
0.408586 0.723114
0.408838 0.721907
0.409091 0.720696
0.409343 0.71948
0.409596 0.71826
0.409848 0.717035
0.410101 0.715806
0.410354 0.714572
0.410606 0.713334
0.410859 0.712092
0.411111 0.710844
0.411364 0.709593
0.411616 0.708337
0.411869 0.707077
0.412121 0.705812
0.412374 0.704542
0.412626 0.703268
0.412879 0.701989
0.413131 0.700706
0.413384 0.699419
0.413636 0.698126
0.413889 0.69683
0.414141 0.695528
0.414394 0.694222
0.414646 0.692912
0.414899 0.691597
0.415152 0.690277
0.415404 0.688953
0.415657 0.687624
0.415909 0.68629
0.416162 0.684952
0.416414 0.683609
0.416667 0.682262
0.416919 0.68091
0.417172 0.679553
0.417424 0.678191
0.417677 0.676825
0.417929 0.675455
0.418182 0.674079
0.418434 0.672699
0.418687 0.671314
0.418939 0.669924
0.419192 0.66853
0.419444 0.667131
0.419697 0.665727
0.419949 0.664319
0.420202 0.662906
0.420455 0.661488
0.420707 0.660065
0.42096 0.658638
0.421212 0.657206
0.421465 0.655769
0.421717 0.654327
0.42197 0.652881
0.422222 0.651429
0.422475 0.649973
0.422727 0.648513
0.42298 0.647047
0.423232 0.645577
0.423485 0.644101
0.423737 0.642621
0.42399 0.641136
0.424242 0.639647
0.424495 0.638152
0.424747 0.636653
0.425 0.635149
ZONE I=100
0.425 0.635149
0.425253 0.63364
0.425505 0.632126
0.425758 0.630608
0.42601 0.629084
0.426263 0.627556
0.426515 0.626023
0.426768 0.624485
0.42702 0.622942
0.427273 0.621394
0.427525 0.619841
0.427778 0.618284
0.42803 0.616722
0.428283 0.615154
0.428535 0.613582
0.428788 0.612005
0.42904 0.610423
0.429293 0.608837
0.429545 0.607245
0.429798 0.605649
0.430051 0.604047
0.430303 0.602441
0.430556 0.60083
0.430808 0.599214
0.431061 0.597593
0.431313 0.595967
0.431566 0.594336
0.431818 0.5927
0.432071 0.59106
0.432323 0.589414
0.432576 0.587764
0.432828 0.586108
0.433081 0.584448
0.433333 0.582783
0.433586 0.581113
0.433838 0.579438
0.434091 0.577758
0.434343 0.576073
0.434596 0.574384
0.434848 0.572689
0.435101 0.57099
0.435354 0.569285
0.435606 0.567576
0.435859 0.565862
0.436111 0.564143
0.436364 0.562419
0.436616 0.56069
0.436869 0.558956
0.437121 0.557217
0.437374 0.555473
0.437626 0.553725
0.437879 0.551971
0.438131 0.550213
0.438384 0.54845
0.438636 0.546682
0.438889 0.544909
0.439141 0.543131
0.439394 0.541348
0.439646 0.53956
0.439899 0.537768
0.440152 0.535971
0.440404 0.534168
0.440657 0.532361
0.440909 0.530549
0.441162 0.528732
0.441414 0.526911
0.441667 0.525084
0.441919 0.523253
0.442172 0.521416
0.442424 0.519575
0.442677 0.517729
0.442929 0.515878
0.443182 0.514023
0.443434 0.512162
0.443687 0.510297
0.443939 0.508427
0.444192 0.506552
0.444444 0.504672
0.444697 0.502788
0.444949 0.500899
0.445202 0.499005
0.445455 0.497106
0.445707 0.495202
0.44596 0.493294
0.446212 0.491381
0.446465 0.489463
0.446717 0.48754
0.44697 0.485613
0.447222 0.483681
0.447475 0.481744
0.447727 0.479802
0.44798 0.477856
0.448232 0.475905
0.448485 0.473949
0.448737 0.471989
0.44899 0.470024
0.449242 0.468054
0.449495 0.46608
0.449747 0.464101
0.45 0.462117
ZONE I=100
0.45 0.462117
0.450253 0.460129
0.450505 0.458136
0.450758 0.456138
0.45101 0.454136
0.451263 0.45213
0.451515 0.450118
0.451768 0.448102
0.45202 0.446082
0.452273 0.444057
0.452525 0.442027
0.452778 0.439993
0.45303 0.437954
0.453283 0.435911
0.453535 0.433864
0.453788 0.431811
0.45404 0.429755
0.454293 0.427694
0.454545 0.425628
0.454798 0.423558
0.455051 0.421484
0.455303 0.419405
0.455556 0.417322
0.455808 0.415234
0.456061 0.413142
0.456313 0.411046
0.456566 0.408945
0.456818 0.40684
0.457071 0.40473
0.457323 0.402616
0.457576 0.400498
0.457828 0.398376
0.458081 0.396249
0.458333 0.394119
0.458586 0.391983
0.458838 0.389844
0.459091 0.387701
0.459343 0.385553
0.459596 0.383401
0.459848 0.381245
0.460101 0.379084
0.460354 0.37692
0.460606 0.374751
0.460859 0.372579
0.461111 0.370402
0.461364 0.368221
0.461616 0.366036
0.461869 0.363847
0.462121 0.361654
0.462374 0.359457
0.462626 0.357256
0.462879 0.355051
0.463131 0.352843
0.463384 0.35063
0.463636 0.348413
0.463889 0.346192
0.464141 0.343968
0.464394 0.341739
0.464646 0.339507
0.464899 0.337271
0.465152 0.335031
0.465404 0.332787
0.465657 0.33054
0.465909 0.328289
0.466162 0.326034
0.466414 0.323775
0.466667 0.321513
0.466919 0.319247
0.467172 0.316977
0.467424 0.314704
0.467677 0.312427
0.467929 0.310146
0.468182 0.307862
0.468434 0.305574
0.468687 0.303283
0.468939 0.300988
0.469192 0.29869
0.469444 0.296388
0.469697 0.294083
0.469949 0.291775
0.470202 0.289463
0.470455 0.287147
0.470707 0.284829
0.47096 0.282507
0.471212 0.280181
0.471465 0.277853
0.471717 0.275521
0.47197 0.273186
0.472222 0.270847
0.472475 0.268506
0.472727 0.266161
0.47298 0.263813
0.473232 0.261462
0.473485 0.259108
0.473737 0.25675
0.47399 0.25439
0.474242 0.252027
0.474495 0.24966
0.474747 0.247291
0.475 0.244919
ZONE I=100
0.475 0.244919
0.475253 0.242543
0.475505 0.240165
0.475758 0.237784
0.47601 0.2354
0.476263 0.233014
0.476515 0.230624
0.476768 0.228232
0.47702 0.225837
0.477273 0.223439
0.477525 0.221038
0.477778 0.218635
0.47803 0.216229
0.478283 0.213821
0.478535 0.21141
0.478788 0.208996
0.47904 0.20658
0.479293 0.204161
0.479545 0.20174
0.479798 0.199316
0.480051 0.19689
0.480303 0.194461
0.480556 0.19203
0.480808 0.189597
0.481061 0.187161
0.481313 0.184724
0.481566 0.182283
0.481818 0.179841
0.482071 0.177396
0.482323 0.174949
0.482576 0.1725
0.482828 0.170049
0.483081 0.167596
0.483333 0.16514
0.483586 0.162683
0.483838 0.160224
0.484091 0.157762
0.484343 0.155299
0.484596 0.152833
0.484848 0.150366
0.485101 0.147897
0.485354 0.145426
0.485606 0.142953
0.485859 0.140479
0.486111 0.138003
0.486364 0.135525
0.486616 0.133045
0.486869 0.130564
0.487121 0.128081
0.487374 0.125596
0.487626 0.12311
0.487879 0.120622
0.488131 0.118133
0.488384 0.115642
0.488636 0.11315
0.488889 0.110656
0.489141 0.108161
0.489394 0.105665
0.489646 0.103167
0.489899 0.100668
0.490152 0.0981677
0.490404 0.0956661
0.490657 0.0931634
0.490909 0.0906595
0.491162 0.0881544
0.491414 0.0856482
0.491667 0.083141
0.491919 0.0806326
0.492172 0.0781233
0.492424 0.075613
0.492677 0.0731017
0.492929 0.0705895
0.493182 0.0680764
0.493434 0.0655624
0.493687 0.0630476
0.493939 0.060532
0.494192 0.0580156
0.494444 0.0554985
0.494697 0.0529806
0.494949 0.0504622
0.495202 0.047943
0.495455 0.0454233
0.495707 0.0429029
0.49596 0.0403821
0.496212 0.0378607
0.496465 0.0353388
0.496717 0.0328165
0.49697 0.0302938
0.497222 0.0277706
0.497475 0.0252472
0.497727 0.0227234
0.49798 0.0201993
0.498232 0.0176749
0.498485 0.0151504
0.498737 0.0126256
0.49899 0.0101007
0.499242 0.00757561
0.499495 0.00505046
0.499747 0.00252525
0.5 -0
ZONE I=100
0.5 -0
0.500253 -0.00252525
0.500505 -0.00505046
0.500758 -0.00757561
0.50101 -0.0101007
0.501263 -0.0126256
0.501515 -0.0151504
0.501768 -0.0176749
0.50202 -0.0201993
0.502273 -0.0227234
0.502525 -0.0252472
0.502778 -0.0277706
0.50303 -0.0302938
0.503283 -0.0328165
0.503535 -0.0353388
0.503788 -0.0378607
0.50404 -0.0403821
0.504293 -0.0429029
0.504545 -0.0454233
0.504798 -0.047943
0.505051 -0.0504622
0.505303 -0.0529806
0.505556 -0.0554985
0.505808 -0.0580156
0.506061 -0.060532
0.506313 -0.0630476
0.506566 -0.0655624
0.506818 -0.0680764
0.507071 -0.0705895
0.507323 -0.0731017
0.507576 -0.075613
0.507828 -0.0781233
0.508081 -0.0806326
0.508333 -0.083141
0.508586 -0.0856482
0.508838 -0.0881544
0.509091 -0.0906595
0.509343 -0.0931634
0.509596 -0.0956661
0.509848 -0.0981677
0.510101 -0.100668
0.510354 -0.103167
0.510606 -0.105665
0.510859 -0.108161
0.511111 -0.110656
0.511364 -0.11315
0.511616 -0.115642
0.511869 -0.118133
0.512121 -0.120622
0.512374 -0.12311
0.512626 -0.125596
0.512879 -0.128081
0.513131 -0.130564
0.513384 -0.133045
0.513636 -0.135525
0.513889 -0.138003
0.514141 -0.140479
0.514394 -0.142953
0.514646 -0.145426
0.514899 -0.147897
0.515152 -0.150366
0.515404 -0.152833
0.515657 -0.155299
0.515909 -0.157762
0.516162 -0.160224
0.516414 -0.162683
0.516667 -0.16514
0.516919 -0.167596
0.517172 -0.170049
0.517424 -0.1725
0.517677 -0.174949
0.517929 -0.177396
0.518182 -0.179841
0.518434 -0.182283
0.518687 -0.184724
0.518939 -0.187161
0.519192 -0.189597
0.519444 -0.19203
0.519697 -0.194461
0.519949 -0.19689
0.520202 -0.199316
0.520455 -0.20174
0.520707 -0.204161
0.52096 -0.20658
0.521212 -0.208996
0.521465 -0.21141
0.521717 -0.213821
0.52197 -0.216229
0.522222 -0.218635
0.522475 -0.221038
0.522727 -0.223439
0.52298 -0.225837
0.523232 -0.228232
0.523485 -0.230624
0.523737 -0.233014
0.52399 -0.2354
0.524242 -0.237784
0.524495 -0.240165
0.524747 -0.242543
0.525 -0.244919
ZONE I=100
0.525 -0.244919
0.525253 -0.247291
0.525505 -0.24966
0.525758 -0.252027
0.52601 -0.25439
0.526263 -0.25675
0.526515 -0.259108
0.526768 -0.261462
0.52702 -0.263813
0.527273 -0.266161
0.527525 -0.268506
0.527778 -0.270847
0.52803 -0.273186
0.528283 -0.275521
0.528535 -0.277853
0.528788 -0.280181
0.52904 -0.282507
0.529293 -0.284829
0.529545 -0.287147
0.529798 -0.289463
0.530051 -0.291775
0.530303 -0.294083
0.530556 -0.296388
0.530808 -0.29869
0.531061 -0.300988
0.531313 -0.303283
0.531566 -0.305574
0.531818 -0.307862
0.532071 -0.310146
0.532323 -0.312427
0.532576 -0.314704
0.532828 -0.316977
0.533081 -0.319247
0.533333 -0.321513
0.533586 -0.323775
0.533838 -0.326034
0.534091 -0.328289
0.534343 -0.33054
0.534596 -0.332787
0.534848 -0.335031
0.535101 -0.337271
0.535354 -0.339507
0.535606 -0.341739
0.535859 -0.343968
0.536111 -0.346192
0.536364 -0.348413
0.536616 -0.35063
0.536869 -0.352843
0.537121 -0.355051
0.537374 -0.357256
0.537626 -0.359457
0.537879 -0.361654
0.538131 -0.363847
0.538384 -0.366036
0.538636 -0.368221
0.538889 -0.370402
0.539141 -0.372579
0.539394 -0.374751
0.539646 -0.37692
0.539899 -0.379084
0.540152 -0.381245
0.540404 -0.383401
0.540657 -0.385553
0.540909 -0.387701
0.541162 -0.389844
0.541414 -0.391983
0.541667 -0.394119
0.541919 -0.396249
0.542172 -0.398376
0.542424 -0.400498
0.542677 -0.402616
0.542929 -0.40473
0.543182 -0.40684
0.543434 -0.408945
0.543687 -0.411046
0.543939 -0.413142
0.544192 -0.415234
0.544444 -0.417322
0.544697 -0.419405
0.544949 -0.421484
0.545202 -0.423558
0.545455 -0.425628
0.545707 -0.427694
0.54596 -0.429755
0.546212 -0.431811
0.546465 -0.433864
0.546717 -0.435911
0.54697 -0.437954
0.547222 -0.439993
0.547475 -0.442027
0.547727 -0.444057
0.54798 -0.446082
0.548232 -0.448102
0.548485 -0.450118
0.548737 -0.45213
0.54899 -0.454136
0.549242 -0.456138
0.549495 -0.458136
0.549747 -0.460129
0.55 -0.462117
ZONE I=100
0.55 -0.462117
0.550253 -0.464101
0.550505 -0.46608
0.550758 -0.468054
0.55101 -0.470024
0.551263 -0.471989
0.551515 -0.473949
0.551768 -0.475905
0.55202 -0.477856
0.552273 -0.479802
0.552525 -0.481744
0.552778 -0.483681
0.55303 -0.485613
0.553283 -0.48754
0.553535 -0.489463
0.553788 -0.491381
0.55404 -0.493294
0.554293 -0.495202
0.554545 -0.497106
0.554798 -0.499005
0.555051 -0.500899
0.555303 -0.502788
0.555556 -0.504672
0.555808 -0.506552
0.556061 -0.508427
0.556313 -0.510297
0.556566 -0.512162
0.556818 -0.514023
0.557071 -0.515878
0.557323 -0.517729
0.557576 -0.519575
0.557828 -0.521416
0.558081 -0.523253
0.558333 -0.525084
0.558586 -0.526911
0.558838 -0.528732
0.559091 -0.530549
0.559343 -0.532361
0.559596 -0.534168
0.559848 -0.535971
0.560101 -0.537768
0.560354 -0.53956
0.560606 -0.541348
0.560859 -0.543131
0.561111 -0.544909
0.561364 -0.546682
0.561616 -0.54845
0.561869 -0.550213
0.562121 -0.551971
0.562374 -0.553725
0.562626 -0.555473
0.562879 -0.557217
0.563131 -0.558956
0.563384 -0.56069
0.563636 -0.562419
0.563889 -0.564143
0.564141 -0.565862
0.564394 -0.567576
0.564646 -0.569285
0.564899 -0.57099
0.565152 -0.572689
0.565404 -0.574384
0.565657 -0.576073
0.565909 -0.577758
0.566162 -0.579438
0.566414 -0.581113
0.566667 -0.582783
0.566919 -0.584448
0.567172 -0.586108
0.567424 -0.587764
0.567677 -0.589414
0.567929 -0.59106
0.568182 -0.5927
0.568434 -0.594336
0.568687 -0.595967
0.568939 -0.597593
0.569192 -0.599214
0.569444 -0.60083
0.569697 -0.602441
0.569949 -0.604047
0.570202 -0.605649
0.570455 -0.607245
0.570707 -0.608837
0.57096 -0.610423
0.571212 -0.612005
0.571465 -0.613582
0.571717 -0.615154
0.57197 -0.616722
0.572222 -0.618284
0.572475 -0.619841
0.572727 -0.621394
0.57298 -0.622942
0.573232 -0.624485
0.573485 -0.626023
0.573737 -0.627556
0.57399 -0.629084
0.574242 -0.630608
0.574495 -0.632126
0.574747 -0.63364
0.575 -0.635149
ZONE I=100
0.575 -0.635149
0.575253 -0.636653
0.575505 -0.638152
0.575758 -0.639647
0.57601 -0.641136
0.576263 -0.642621
0.576515 -0.644101
0.576768 -0.645577
0.57702 -0.647047
0.577273 -0.648513
0.577525 -0.649973
0.577778 -0.651429
0.57803 -0.652881
0.578283 -0.654327
0.578535 -0.655769
0.578788 -0.657206
0.57904 -0.658638
0.579293 -0.660065
0.579545 -0.661488
0.579798 -0.662906
0.580051 -0.664319
0.580303 -0.665727
0.580556 -0.667131
0.580808 -0.66853
0.581061 -0.669924
0.581313 -0.671314
0.581566 -0.672699
0.581818 -0.674079
0.582071 -0.675455
0.582323 -0.676825
0.582576 -0.678191
0.582828 -0.679553
0.583081 -0.68091
0.583333 -0.682262
0.583586 -0.683609
0.583838 -0.684952
0.584091 -0.68629
0.584343 -0.687624
0.584596 -0.688953
0.584848 -0.690277
0.585101 -0.691597
0.585354 -0.692912
0.585606 -0.694222
0.585859 -0.695528
0.586111 -0.69683
0.586364 -0.698126
0.586616 -0.699419
0.586869 -0.700706
0.587121 -0.701989
0.587374 -0.703268
0.587626 -0.704542
0.587879 -0.705812
0.588131 -0.707077
0.588384 -0.708337
0.588636 -0.709593
0.588889 -0.710844
0.589141 -0.712092
0.589394 -0.713334
0.589646 -0.714572
0.589899 -0.715806
0.590152 -0.717035
0.590404 -0.71826
0.590657 -0.71948
0.590909 -0.720696
0.591162 -0.721907
0.591414 -0.723114
0.591667 -0.724317
0.591919 -0.725515
0.592172 -0.726709
0.592424 -0.727898
0.592677 -0.729083
0.592929 -0.730264
0.593182 -0.73144
0.593434 -0.732613
0.593687 -0.73378
0.593939 -0.734944
0.594192 -0.736103
0.594444 -0.737258
0.594697 -0.738408
0.594949 -0.739554
0.595202 -0.740696
0.595455 -0.741834
0.595707 -0.742967
0.59596 -0.744097
0.596212 -0.745222
0.596465 -0.746342
0.596717 -0.747459
0.59697 -0.748571
0.597222 -0.749679
0.597475 -0.750783
0.597727 -0.751883
0.59798 -0.752978
0.598232 -0.75407
0.598485 -0.755157
0.598737 -0.75624
0.59899 -0.757319
0.599242 -0.758394
0.599495 -0.759465
0.599747 -0.760532
0.6 -0.761594
ZONE I=100
0.6 -0.761594
0.600253 -0.762653
0.600505 -0.763707
0.600758 -0.764757
0.60101 -0.765804
0.601263 -0.766846
0.601515 -0.767884
0.601768 -0.768919
0.60202 -0.769949
0.602273 -0.770975
0.602525 -0.771997
0.602778 -0.773016
0.60303 -0.77403
0.603283 -0.77504
0.603535 -0.776047
0.603788 -0.777049
0.60404 -0.778048
0.604293 -0.779042
0.604545 -0.780033
0.604798 -0.78102
0.605051 -0.782003
0.605303 -0.782982
0.605556 -0.783957
0.605808 -0.784928
0.606061 -0.785896
0.606313 -0.786859
0.606566 -0.787819
0.606818 -0.788775
0.607071 -0.789727
0.607323 -0.790676
0.607576 -0.791621
0.607828 -0.792561
0.608081 -0.793499
0.608333 -0.794432
0.608586 -0.795362
0.608838 -0.796288
0.609091 -0.79721
0.609343 -0.798128
0.609596 -0.799043
0.609848 -0.799954
0.610101 -0.800862
0.610354 -0.801765
0.610606 -0.802665
0.610859 -0.803562
0.611111 -0.804455
0.611364 -0.805344
0.611616 -0.80623
0.611869 -0.807112
0.612121 -0.80799
0.612374 -0.808865
0.612626 -0.809736
0.612879 -0.810604
0.613131 -0.811468
0.613384 -0.812329
0.613636 -0.813186
0.613889 -0.81404
0.614141 -0.81489
0.614394 -0.815736
0.614646 -0.81658
0.614899 -0.817419
0.615152 -0.818255
0.615404 -0.819088
0.615657 -0.819917
0.615909 -0.820743
0.616162 -0.821566
0.616414 -0.822385
0.616667 -0.823201
0.616919 -0.824013
0.617172 -0.824822
0.617424 -0.825627
0.617677 -0.82643
0.617929 -0.827229
0.618182 -0.828024
0.618434 -0.828816
0.618687 -0.829605
0.618939 -0.830391
0.619192 -0.831173
0.619444 -0.831952
0.619697 -0.832728
0.619949 -0.8335
0.620202 -0.83427
0.620455 -0.835036
0.620707 -0.835799
0.62096 -0.836558
0.621212 -0.837315
0.621465 -0.838068
0.621717 -0.838818
0.62197 -0.839565
0.622222 -0.840308
0.622475 -0.841049
0.622727 -0.841786
0.62298 -0.842521
0.623232 -0.843252
0.623485 -0.84398
0.623737 -0.844705
0.62399 -0.845427
0.624242 -0.846146
0.624495 -0.846861
0.624747 -0.847574
0.625 -0.848284
ZONE I=100
0.625 -0.848284
0.625253 -0.84899
0.625505 -0.849694
0.625758 -0.850394
0.62601 -0.851092
0.626263 -0.851787
0.626515 -0.852478
0.626768 -0.853167
0.62702 -0.853852
0.627273 -0.854535
0.627525 -0.855215
0.627778 -0.855892
0.62803 -0.856566
0.628283 -0.857237
0.628535 -0.857905
0.628788 -0.85857
0.62904 -0.859232
0.629293 -0.859892
0.629545 -0.860548
0.629798 -0.861202
0.630051 -0.861853
0.630303 -0.862501
0.630556 -0.863147
0.630808 -0.863789
0.631061 -0.864429
0.631313 -0.865066
0.631566 -0.8657
0.631818 -0.866331
0.632071 -0.86696
0.632323 -0.867586
0.632576 -0.868209
0.632828 -0.868829
0.633081 -0.869447
0.633333 -0.870062
0.633586 -0.870674
0.633838 -0.871284
0.634091 -0.87189
0.634343 -0.872495
0.634596 -0.873096
0.634848 -0.873695
0.635101 -0.874291
0.635354 -0.874885
0.635606 -0.875476
0.635859 -0.876065
0.636111 -0.876651
0.636364 -0.877234
0.636616 -0.877814
0.636869 -0.878393
0.637121 -0.878968
0.637374 -0.879541
0.637626 -0.880112
0.637879 -0.88068
0.638131 -0.881245
0.638384 -0.881808
0.638636 -0.882368
0.638889 -0.882926
0.639141 -0.883482
0.639394 -0.884035
0.639646 -0.884585
0.639899 -0.885133
0.640152 -0.885679
0.640404 -0.886222
0.640657 -0.886763
0.640909 -0.887301
0.641162 -0.887837
0.641414 -0.88837
0.641667 -0.888901
0.641919 -0.88943
0.642172 -0.889957
0.642424 -0.890481
0.642677 -0.891002
0.642929 -0.891522
0.643182 -0.892039
0.643434 -0.892553
0.643687 -0.893066
0.643939 -0.893576
0.644192 -0.894083
0.644444 -0.894589
0.644697 -0.895092
0.644949 -0.895593
0.645202 -0.896092
0.645455 -0.896588
0.645707 -0.897082
0.64596 -0.897574
0.646212 -0.898064
0.646465 -0.898551
0.646717 -0.899037
0.64697 -0.89952
0.647222 -0.900001
0.647475 -0.900479
0.647727 -0.900956
0.64798 -0.90143
0.648232 -0.901902
0.648485 -0.902372
0.648737 -0.90284
0.64899 -0.903306
0.649242 -0.90377
0.649495 -0.904231
0.649747 -0.904691
0.65 -0.905148
ZONE I=100
0.65 -0.905148
0.650253 -0.905604
0.650505 -0.906057
0.650758 -0.906508
0.65101 -0.906957
0.651263 -0.907404
0.651515 -0.907849
0.651768 -0.908292
0.65202 -0.908733
0.652273 -0.909172
0.652525 -0.909609
0.652778 -0.910044
0.65303 -0.910476
0.653283 -0.910907
0.653535 -0.911336
0.653788 -0.911763
0.65404 -0.912188
0.654293 -0.912611
0.654545 -0.913032
0.654798 -0.913452
0.655051 -0.913869
0.655303 -0.914284
0.655556 -0.914697
0.655808 -0.915109
0.656061 -0.915519
0.656313 -0.915926
0.656566 -0.916332
0.656818 -0.916736
0.657071 -0.917138
0.657323 -0.917538
0.657576 -0.917937
0.657828 -0.918333
0.658081 -0.918728
0.658333 -0.919121
0.658586 -0.919512
0.658838 -0.919901
0.659091 -0.920289
0.659343 -0.920674
0.659596 -0.921058
0.659848 -0.92144
0.660101 -0.92182
0.660354 -0.922199
0.660606 -0.922576
0.660859 -0.922951
0.661111 -0.923324
0.661364 -0.923696
0.661616 -0.924065
0.661869 -0.924433
