ZONE
0.00528312 0.999899 2.32855e-06
0.0197169 0.999865 2.5647e-06
ZONE
0.0302831 0.999834 3.84125e-06
0.0447169 0.999778 4.23041e-06
ZONE
0.0552831 0.999726 6.33416e-06
0.0697169 0.999634 6.97538e-06
ZONE
0.0802831 0.999548 1.04415e-05
0.0947169 0.999397 1.14977e-05
ZONE
0.105283 0.999255 1.72061e-05
0.119717 0.999005 1.8945e-05
ZONE
0.130283 0.998771 2.83393e-05
0.144717 0.99836 3.11996e-05
ZONE
0.155283 0.997975 4.66418e-05
0.169717 0.997298 5.13397e-05
ZONE
0.180283 0.996664 7.6674e-05
0.194717 0.99555 8.43709e-05
ZONE
0.205283 0.994505 0.000125801
0.219717 0.992673 0.00013836
ZONE
0.230283 0.990957 0.000205752
0.244717 0.987948 0.000226107
ZONE
0.255283 0.985134 0.00033477
0.269717 0.980208 0.000367394
ZONE
0.280283 0.975607 0.000540064
0.294717 0.967576 0.000591384
ZONE
0.305283 0.960099 0.00085916
0.319717 0.947098 0.000937408
ZONE
0.330283 0.935054 0.00133596
0.344717 0.914251 0.00144909
ZONE
0.355283 0.895132 0.00200179
0.369717 0.86245 0.00215076
ZONE
0.380283 0.832789 0.00282536
0.394717 0.782905 0.00298971
ZONE
0.405283 0.738499 0.00362278
0.419717 0.665617 0.00374116
ZONE
0.430283 0.602568 0.00397713
0.444717 0.502639 0.00394597
ZONE
0.455283 0.419569 0.00334051
0.469717 0.293901 0.00307343
ZONE
0.480283 0.194653 0.00148408
0.494717 0.0527821 0.00102269
ZONE
0.505283 -0.0527821 -0.00102269
0.519717 -0.194653 -0.00148408
ZONE
0.530283 -0.293901 -0.00307343
0.544717 -0.419569 -0.00334051
ZONE
0.555283 -0.502639 -0.00394597
0.569717 -0.602568 -0.00397713
ZONE
0.580283 -0.665617 -0.00374116
0.594717 -0.738499 -0.00362278
ZONE
0.605283 -0.782905 -0.00298971
0.619717 -0.832789 -0.00282536
ZONE
0.630283 -0.86245 -0.00215076
0.644717 -0.895132 -0.00200179
ZONE
0.655283 -0.914251 -0.00144909
0.669717 -0.935054 -0.00133596
ZONE
0.680283 -0.947098 -0.000937408
0.694717 -0.960099 -0.00085916
ZONE
0.705283 -0.967576 -0.000591384
0.719717 -0.975607 -0.000540064
ZONE
0.730283 -0.980208 -0.000367394
0.744717 -0.985134 -0.00033477
ZONE
0.755283 -0.987948 -0.000226107
0.769717 -0.990957 -0.000205752
ZONE
0.780283 -0.992673 -0.00013836
0.794717 -0.994505 -0.000125801
ZONE
0.805283 -0.99555 -8.43709e-05
0.819717 -0.996664 -7.6674e-05
ZONE
0.830283 -0.997298 -5.13397e-05
0.844717 -0.997975 -4.66418e-05
ZONE
0.855283 -0.99836 -3.11996e-05
0.869717 -0.998771 -2.83393e-05
ZONE
0.880283 -0.999005 -1.8945e-05
0.894717 -0.999255 -1.72061e-05
ZONE
0.905283 -0.999397 -1.14977e-05
0.919717 -0.999548 -1.04415e-05
ZONE
0.930283 -0.999634 -6.97538e-06
0.944717 -0.999726 -6.33416e-06
ZONE
0.955283 -0.999778 -4.23041e-06
0.969717 -0.999834 -3.84125e-06
ZONE
0.980283 -0.999865 -2.5647e-06
0.994717 -0.999899 -2.32855e-06
