
0 -0.999909
0.00625 -0.999894
0.0125 -0.99988
0.01875 -0.999865
0.025 -0.99985

0.025 -0.99985
0.03125 -0.999826
0.0375 -0.999802
0.04375 -0.999777
0.05 -0.999753

0.05 -0.999753
0.05625 -0.999713
0.0625 -0.999673
0.06875 -0.999633
0.075 -0.999593

0.075 -0.999593
0.08125 -0.999527
0.0875 -0.999461
0.09375 -0.999395
0.1 -0.999329

0.1 -0.999329
0.10625 -0.999221
0.1125 -0.999112
0.11875 -0.999003
0.125 -0.998894

0.125 -0.998894
0.13125 -0.998715
0.1375 -0.998536
0.14375 -0.998357
0.15 -0.998178

0.15 -0.998178
0.15625 -0.997883
0.1625 -0.997588
0.16875 -0.997293
0.175 -0.996998

0.175 -0.996998
0.18125 -0.996512
0.1875 -0.996026
0.19375 -0.99554
0.2 -0.995055

0.2 -0.995055
0.20625 -0.994256
0.2125 -0.993457
0.21875 -0.992658
0.225 -0.991859

0.225 -0.991859
0.23125 -0.990548
0.2375 -0.989237
0.24375 -0.987925
0.25 -0.986614

0.25 -0.986614
0.25625 -0.984467
0.2625 -0.98232
0.26875 -0.980172
0.275 -0.978025

0.275 -0.978025
0.28125 -0.974526
0.2875 -0.971026
0.29375 -0.967526
0.3 -0.964026

0.3 -0.964026
0.30625 -0.958363
0.3125 -0.9527
0.31875 -0.947037
0.325 -0.941374

0.325 -0.941374
0.33125 -0.932317
0.3375 -0.92326
0.34375 -0.914203
0.35 -0.905147

0.35 -0.905147
0.35625 -0.890931
0.3625 -0.876715
0.36875 -0.862499
0.375 -0.848283

0.375 -0.848283
0.38125 -0.826611
0.3875 -0.804939
0.39375 -0.783268
0.4 -0.761596

0.4 -0.761596
0.40625 -0.729986
0.4125 -0.698376
0.41875 -0.666766
0.425 -0.635155

0.425 -0.635155
0.43125 -0.591899
0.4375 -0.548642
0.44375 -0.505385
0.45 -0.462128

0.45 -0.462128
0.45625 -0.407828
0.4625 -0.353528
0.46875 -0.299228
0.475 -0.244928

0.475 -0.244928
0.48125 -0.183696
0.4875 -0.122464
0.49375 -0.0612321
0.5 3.58047e-15

0.5 3.58047e-15
0.50625 0.0612321
0.5125 0.122464
0.51875 0.183696
0.525 0.244928

0.525 0.244928
0.53125 0.299228
0.5375 0.353528
0.54375 0.407828
0.55 0.462128

0.55 0.462128
0.55625 0.505385
0.5625 0.548642
0.56875 0.591899
0.575 0.635155

0.575 0.635155
0.58125 0.666766
0.5875 0.698376
0.59375 0.729986
0.6 0.761596

0.6 0.761596
0.60625 0.783268
0.6125 0.804939
0.61875 0.826611
0.625 0.848283

0.625 0.848283
0.63125 0.862499
0.6375 0.876715
0.64375 0.890931
0.65 0.905147

0.65 0.905147
0.65625 0.914203
0.6625 0.92326
0.66875 0.932317
0.675 0.941374

0.675 0.941374
0.68125 0.947037
0.6875 0.9527
0.69375 0.958363
0.7 0.964026

0.7 0.964026
0.70625 0.967526
0.7125 0.971026
0.71875 0.974526
0.725 0.978025

0.725 0.978025
0.73125 0.980172
0.7375 0.98232
0.74375 0.984467
0.75 0.986614

0.75 0.986614
0.75625 0.987925
0.7625 0.989237
0.76875 0.990548
0.775 0.991859

0.775 0.991859
0.78125 0.992658
0.7875 0.993457
0.79375 0.994256
0.8 0.995055

0.8 0.995055
0.80625 0.99554
0.8125 0.996026
0.81875 0.996512
0.825 0.996998

0.825 0.996998
0.83125 0.997293
0.8375 0.997588
0.84375 0.997883
0.85 0.998178

0.85 0.998178
0.85625 0.998357
0.8625 0.998536
0.86875 0.998715
0.875 0.998894

0.875 0.998894
0.88125 0.999003
0.8875 0.999112
0.89375 0.999221
0.9 0.999329

0.9 0.999329
0.90625 0.999395
0.9125 0.999461
0.91875 0.999527
0.925 0.999593

0.925 0.999593
0.93125 0.999633
0.9375 0.999673
0.94375 0.999713
0.95 0.999753

0.95 0.999753
0.95625 0.999777
0.9625 0.999802
0.96875 0.999826
0.975 0.99985

0.975 0.99985
0.98125 0.999865
0.9875 0.99988
0.99375 0.999894
1 0.999909
