0 0
0.02 -0.123755
0.02 -0.123755
0.04 -0.2462
0.04 -0.2462
0.06 -0.36604
0.06 -0.36604
0.08 -0.48201
0.08 -0.48201
0.1 -0.592894
0.1 -0.592894
0.12 -0.697535
0.12 -0.697535
0.14 -0.794852
0.14 -0.794852
0.16 -0.883851
0.16 -0.883851
0.18 -0.963639
0.18 -0.963639
0.2 -1.03343
0.2 -1.03343
0.22 -1.09256
0.22 -1.09256
0.24 -1.1405
0.24 -1.1405
0.26 -1.17685
0.26 -1.17685
0.28 -1.20133
0.28 -1.20133
0.3 -1.21383
0.3 -1.21383
0.32 -1.21438
0.32 -1.21438
0.34 -1.20313
0.34 -1.20313
0.36 -1.18041
0.36 -1.18041
0.38 -1.14664
0.38 -1.14664
0.4 -1.10242
0.4 -1.10242
0.42 -1.04844
0.42 -1.04844
0.44 -0.985529
0.44 -0.985529
0.46 -0.914606
0.46 -0.914606
0.48 -0.836697
0.48 -0.836697
0.5 -0.752909
0.5 -0.752909
0.52 -0.66442
0.52 -0.66442
0.54 -0.572464
0.54 -0.572464
0.56 -0.478315
0.56 -0.478315
0.58 -0.383277
0.58 -0.383277
0.6 -0.28866
0.6 -0.28866
0.62 -0.195772
0.62 -0.195772
0.64 -0.105899
0.64 -0.105899
0.66 -0.0202932
0.66 -0.0202932
0.68 0.0598477
0.68 0.0598477
0.7 0.13339
0.7 0.13339
0.72 0.199278
0.72 0.199278
0.74 0.25655
0.74 0.25655
0.76 0.304346
0.76 0.304346
0.78 0.34192
0.78 0.34192
0.8 0.368649
0.8 0.368649
0.82 0.384038
0.82 0.384038
0.84 0.387732
0.84 0.387732
0.86 0.379512
0.86 0.379512
0.88 0.359304
0.88 0.359304
0.9 0.327177
0.9 0.327177
0.92 0.283344
0.92 0.283344
0.94 0.228157
0.94 0.228157
0.96 0.162104
0.96 0.162104
0.98 0.0858044
0.98 0.0858044
1 0
